is_anomalous,confidence,ignition_time,P,T,R,true_thrust,is_valid,inference_time,uid,filename
0,1.0,1.44,1.459223212871967,310.61,4.6198844963766925,1.1263336040905672,1,0.005549192428588867,30,00030_030_SN01_21bars_random_mixed.csv
0,0.9994101524353027,,0.0,0.0,,0.0,0,0.0003418922424316406,31,00031_031_SN01_18bars_ramp1.csv
0,0.9999998807907104,1.47,0.9743018003615411,43.49,1.5999126069158855,1.0902001548325981,1,0.0013048648834228516,32,00032_032_SN01_18bars_ramp2.csv
0,1.0,1.27,1.3059681520469466,205.94,4.636776725096612,0.804671619474568,1,0.0008118152618408203,33,00033_033_SN01_18bars_ramp3.csv
0,1.0,1.3,1.4359084662567658,745.9300000000001,19.486022416468806,0.7871899360916534,1,0.003106832504272461,34,00034_034_SN01_18bars_ramp4.csv
0,1.0,1.19,0.0,2295.09,2.3294205529529304,0.3287134408145734,0,0.03194284439086914,35,00035_035_SN01_18bars_onmod.csv
0,1.0,40.19,1.3352239174067877,1453.03,6.376054703493447,1.1593929842517128,1,0.0169680118560791,36,00036_036_SN01_18bars_offmod.csv
0,0.9984062314033508,212.32,1.06218292771492,0.03,,1.2750749854783563,0,0.0004899501800537109,37,00037_037_SN01_18bars_random_short.csv
0,1.0,1.27,1.4325071048417162,952.88,4.766838335873419,0.7654450704095588,1,0.0032439231872558594,38,00038_038_SN01_18bars_random_long.csv
0,1.0,2.49,1.172821756607532,321.16,9.129231245999952,0.8972289668099864,1,0.003936052322387695,39,00039_039_SN01_18bars_random_mixed.csv
0,1.0,1.25,1.8663394542866554,299.96,3.4073323531300725,1.0303326748784607,1,0.000982046127319336,40,00040_040_SN01_24bars_ssf.csv
0,1.0,1.27,1.5968866591230746,299.94,3.93806120236408,0.8939016349015733,1,0.0009469985961914062,41,00041_041_SN01_21bars_ssf.csv
0,1.0,1.25,1.385382576531376,299.99,13.963171284401039,0.7616599388021698,1,0.0009560585021972656,42,00042_042_SN01_18bars_ssf.csv
0,1.0,1.24,1.0355884137952474,299.98,14.719188594658146,0.6333735475129949,1,0.0009069442749023438,43,00043_043_SN01_15bars_ssf.csv
0,1.0,1.28,1.0097930630655825,299.94,36.70447106690163,0.5257750691802745,1,0.0009942054748535156,44,00044_044_SN01_12bars_ssf.csv
0,1.0,1.22,0.7399044511039216,299.98,5.658021302227075,0.41154489157558233,1,0.0014641284942626953,45,00045_045_SN01_9bars_ssf.csv
0,1.0,92.43,1.5332407394191452,475.72,4.006161989336727,0.983672975214166,1,0.005434989929199219,46,00046_046_SN01_24bars_health_check.csv
0,1.0,91.32000000000001,1.2956122816585045,476.81,3.7110013980586585,0.8476844605474546,1,0.002454996109008789,47,00047_047_SN01_21bars_health_check.csv
0,1.0,91.28,1.1506213333192208,476.79,3.9056404650774375,0.7458013644536301,1,0.0028150081634521484,48,00048_048_SN01_18bars_health_check.csv
0,1.0,91.31,0.9056710205357832,476.76,3.8746120150418553,0.6110253455007888,1,0.0028281211853027344,49,00049_049_SN01_15bars_health_check.csv
0,1.0,91.29,0.8125502650657316,476.86,4.140228621382299,0.5001333213372376,1,0.0048656463623046875,50,00050_050_SN01_12bars_health_check.csv
0,1.0,105.63,0.7301280640618817,462.46000000000004,3.8894320858311437,0.3982545005946034,1,0.0023479461669921875,51,00051_051_SN01_9bars_health_check.csv
0,0.9998304843902588,4.8,0.7492520385636893,0.0,,0.9673072785177922,0,0.0008530616760253906,52,00052_052_SN01_15bars_ramp1.csv
0,0.999998927116394,1.56,0.8363484735908331,37.04,1.242142983565964,0.9461208046860432,1,0.0005729198455810547,53,00053_053_SN01_15bars_ramp2.csv
0,1.0,1.25,1.0347615075160206,205.99,5.3193667868927506,0.6187396248562279,1,0.0009679794311523438,54,00054_054_SN01_15bars_ramp3.csv
0,1.0,1.26,1.0697439394572417,745.9300000000001,18.99936879550766,0.6212583148311334,1,0.010452985763549805,55,00055_055_SN01_15bars_ramp4.csv
0,1.0,5.78,0.0,2255.16,5.505138382823241,0.2554060815880371,0,0.022037982940673828,56,00056_056_SN01_15bars_onmod.csv
0,1.0,11.03,0.9456293255661605,1440.4,3.1073016020118556,0.9424709563976912,1,0.005838871002197266,57,00057_057_SN01_15bars_offmod.csv
0,1.0,147.46,0.8027567126537007,90.09,4.069959547928069,1.0082052606767071,1,0.0038492679595947266,58,00058_058_SN01_15bars_random_short.csv
0,1.0,1.27,1.0874186214765325,1087.96,15.70632986586912,0.6023506362621148,1,0.0034592151641845703,59,00059_059_SN01_15bars_random_long.csv
0,1.0,2.62,0.8277592875570714,198.0,1.1904391348901289,0.8088197182470158,1,0.0033299922943115234,60,00060_060_SN01_15bars_random_mixed.csv
0,0.9998183846473694,181.61,0.6347401566287899,0.04,,0.7908745185351498,0,0.0006499290466308594,61,00061_061_SN01_12bars_ramp1.csv
0,0.9999997615814209,1.54,0.7276021473112766,42.410000000000004,1.5556760108771226,0.7068625065843551,1,0.0005481243133544922,62,00062_062_SN01_12bars_ramp2.csv
0,1.0,1.27,0.7429494075937303,205.9,5.354604854608109,0.4941555976805114,1,0.0006520748138427734,63,00063_063_SN01_12bars_ramp3.csv
0,1.0,1.26,0.782852711506538,745.98,19.158576586063017,0.4971553691569143,1,0.0030710697174072266,64,00064_064_SN01_12bars_ramp4.csv
0,1.0,1.19,0.0,2282.06,3.437170811855712,0.20094735041313755,0,0.013875961303710938,65,00065_065_SN01_12bars_onmod.csv
0,1.0,3.5700000000000003,1.0619183672082517,1483.34,9.981037625063072,0.7351943659578102,1,0.017294883728027344,66,00066_066_SN01_12bars_offmod.csv
0,1.0,78.63,0.6937254330902125,88.16,4.402055818901803,0.808232473614086,1,0.001325845718383789,67,00067_067_SN01_12bars_random_short.csv
0,1.0,1.27,0.913453150922737,1066.97,2.326666146875536,0.48371883075151095,1,0.00972604751586914,68,00068_068_SN01_12bars_random_long.csv
0,1.0,2.63,0.8265021247882988,202.83,2.6693630263625963,0.6057980424997285,1,0.0029828548431396484,69,00069_069_SN01_12bars_random_mixed.csv
0,0.9997828602790833,4.97,0.5062454802894502,0.04,,0.6427615927743618,0,0.0009160041809082031,70,00070_070_SN01_9bars_ramp1.csv
0,0.9999988079071045,1.58,0.5341874512583166,38.04,1.4333988819923251,0.565000112445769,1,0.0006437301635742188,71,00071_071_SN01_9bars_ramp2.csv
0,1.0,1.25,0.6432966789214722,205.97,7.619825426080522,0.3886700560233997,1,0.000885009765625,72,00072_072_SN01_9bars_ramp3.csv
0,1.0,1.26,0.7870649692587299,745.82,21.049657503115895,0.387389337697993,1,0.0049359798431396484,73,00073_073_SN01_9bars_ramp4.csv
0,1.0,1.19,0.0,2281.56,2.8048190261534245,0.1596563843046827,0,0.03552103042602539,74,00074_074_SN01_9bars_onmod.csv
0,1.0,1.51,0.5669813240638337,1493.98,2.1589825721329063,0.5648410131591556,1,0.034002065658569336,75,00075_075_SN01_9bars_offmod.csv
0,1.0,56.69,0.46053482319497907,144.75,4.642853816613607,0.6033729832919934,1,0.0030417442321777344,76,00076_076_SN01_9bars_random_short.csv
0,1.0,1.27,0.8568480749212255,1057.94,4.382623114708655,0.3849847917984325,1,0.003125905990600586,77,00077_077_SN01_9bars_random_long.csv
0,1.0,1.4000000000000001,0.640082578478281,237.11,2.3281835063606993,0.4614363409319337,1,0.002279996871948242,78,00078_078_SN01_9bars_random_mixed.csv
0,1.0,1.23,1.6801366356105496,300.0,5.2618801426571675,0.9289715321493159,1,0.001336812973022461,79,00079_079_SN01_24bars_ssf.csv
0,1.0,1.23,1.3855491459135987,299.97,6.958444768981994,0.8064677213914648,1,0.0014221668243408203,80,00080_080_SN01_21bars_ssf.csv
0,1.0,1.24,1.2895550849578978,299.97,39.576142940658244,0.6848390309991584,1,0.001645803451538086,81,00081_081_SN01_18bars_ssf.csv
0,1.0,1.25,0.908522748244916,299.97,11.488982113749044,0.5774067524563677,1,0.0009250640869140625,82,00082_082_SN01_15bars_ssf.csv
0,1.0,1.28,0.8333711952468735,299.95,42.478920774822505,0.47265740572494636,1,0.000942230224609375,83,00083_083_SN01_12bars_ssf.csv
0,1.0,1.22,0.6356235962061517,300.01,11.72388333754153,0.3738501472601461,1,0.0025048255920410156,84,00084_084_SN01_9bars_ssf.csv
0,1.0,91.3,1.2650542239721003,476.83,4.600560877083149,0.8893152569342555,1,0.0035288333892822266,85,00085_085_SN01_24bars_health_check.csv
0,1.0,102.31,1.1527402550012265,465.84000000000003,3.7065966441420257,0.7758723466153086,1,0.005591154098510742,86,00086_086_SN01_21bars_health_check.csv
0,1.0,91.31,0.955339325697698,476.8,3.663261428718111,0.6608141092475919,1,0.005275249481201172,87,00087_087_SN01_18bars_health_check.csv
0,1.0,94.62,0.8507519623621341,473.48,3.7130116778856785,0.5520945970386766,1,0.0024330615997314453,88,00088_088_SN01_15bars_health_check.csv
0,1.0,91.3,0.6649578025006139,476.84000000000003,3.696757384476971,0.44859759247908493,1,0.002313852310180664,89,00089_089_SN01_12bars_health_check.csv
0,1.0,91.29,0.507478494319618,476.87,4.022001213185788,0.3538902134398654,1,0.0028769969940185547,90,00090_090_SN01_9bars_health_check.csv
0,1.0,1.28,0.6577366925022509,299.93,6.724193834878078,0.315099219543864,1,0.0008711814880371094,91,00091_091_SN01_7bars_ssf.csv
0,1.0,1.24,0.4965252771785837,299.98,3.8591899726042467,0.26157102615712513,1,0.001608133316040039,92,00092_092_SN01_5bars_ssf.csv
0,1.0,92.41,0.6063310658163437,475.75,3.4688747344903783,0.3064110519587313,1,0.003225088119506836,93,00093_093_SN01_7bars_health_check.csv
0,1.0,93.51,0.3666149032915703,474.64,3.7071355571041806,0.2507251451536033,1,0.004196882247924805,94,00094_094_SN01_5bars_health_check.csv
0,0.9997460246086121,4.87,0.43466486851434727,0.04,,0.5275740435399565,0,0.00033783912658691406,95,00095_095_SN01_7bars_ramp1.csv
0,0.9999984502792358,5.51,0.37168751018712376,38.1,1.4351747031613058,0.42449760485691007,1,0.0006861686706542969,96,00096_096_SN01_7bars_ramp2.csv
0,1.0,1.27,0.4926023220369616,205.94,6.709839728447067,0.3149637391088392,1,0.001992940902709961,97,00097_097_SN01_7bars_ramp3.csv
0,1.0,1.27,0.5738852200925365,745.97,22.187232796033342,0.3131263222865403,1,0.0028138160705566406,98,00098_098_SN01_7bars_ramp4.csv
0,1.0,1.21,0.0,2278.86,4.790205499406431,0.1297693689407104,0,0.038071632385253906,99,00099_099_SN01_7bars_onmod.csv
0,1.0,2.94,0.4682418254787626,1462.45,5.667100055235521,0.4552430862625198,1,0.004785060882568359,100,00100_100_SN01_7bars_offmod.csv
0,0.9993969202041626,170.69,0.0,0.01,,0.4785548426798161,0,0.0004379749298095703,101,00101_101_SN01_7bars_random_short.csv
0,1.0,1.25,0.6249177719652256,1101.88,6.8337481355998735,0.3043628466802587,1,0.006159782409667969,102,00102_102_SN01_7bars_random_long.csv
0,1.0,1.42,0.6016124534564412,202.13,6.702260605645421,0.41373315584741394,1,0.0008070468902587891,103,00103_103_SN01_7bars_random_mixed.csv
0,0.9997016787528992,172.75,0.30855869761617966,0.0,,0.3971527388963939,0,0.0005629062652587891,104,00104_104_SN01_5bars_ramp1.csv
0,0.6831797361373901,1.57,0.28512444802563375,9.06,1.3319753406638293,0.3491896652912141,1,0.00051116943359375,105,00105_105_SN01_5bars_ramp2.csv
0,1.0,1.25,0.4057948564376975,205.54,5.2200109452604915,0.25576071864996364,1,0.0007460117340087891,106,00106_106_SN01_5bars_ramp3.csv
0,1.0,1.27,0.49147392115549077,745.91,20.034860453943864,0.2568632361687176,1,0.0020020008087158203,107,00107_107_SN01_5bars_ramp4.csv
0,1.0,1.2,0.0,2245.77,3.44072069841734,0.10934916421891236,0,0.04125785827636719,108,00108_108_SN01_5bars_onmod.csv
0,1.0,79.97,0.3989385398497564,1386.38,3.9452271401575447,0.3868338738030209,1,0.025483131408691406,109,00109_109_SN01_5bars_offmod.csv
0,1.0,118.9,0.3020748424107307,107.58,4.099265952552948,0.39470854739184025,1,0.002568960189819336,110,00110_110_SN01_5bars_random_short.csv
0,1.0,1.27,0.3915220536688791,1017.9200000000001,12.85861999409225,0.24879486929205624,1,0.0061190128326416016,111,00111_111_SN01_5bars_random_long.csv
0,1.0,1.36,0.4059796271478367,272.34000000000003,7.371545093211359,0.29143504622553873,1,0.0035979747772216797,112,00112_112_SN01_5bars_random_mixed.csv
0,1.0,1.19,2.1172340546743023,300.0,4.056960446418813,1.1154825117745222,1,0.0009937286376953125,113,00113_001_SN02_24bars_ssf.csv
0,1.0,1.22,2.0568396743965214,299.98,3.6682109755549166,0.9633511634019432,1,0.0009069442749023438,114,00114_002_SN02_21bars_ssf.csv
0,1.0,1.25,1.2653782769815334,299.95,6.249814611735954,0.832102348995875,1,0.0008890628814697266,115,00115_003_SN02_18bars_ssf.csv
0,1.0,1.22,1.3417470165745409,299.97,4.59643833468375,0.6857628255576612,1,0.0009028911590576172,116,00116_004_SN02_15bars_ssf.csv
0,1.0,1.19,1.176969831731554,300.02,3.4210324742767457,0.5574657208920178,1,0.0009021759033203125,117,00117_005_SN02_12bars_ssf.csv
0,1.0,1.19,0.7738823189476025,300.02,3.1401208628270556,0.44289637928107084,1,0.0019659996032714844,118,00118_006_SN02_9bars_ssf.csv
0,1.0,91.23,1.6782067249280572,476.92,3.9420570184280797,1.0609756263304282,1,0.0024871826171875,119,00119_007_SN02_24bars_health_check.csv
0,1.0,97.89,1.8200427482851793,470.24,3.6411860179423043,0.9097159330133092,1,0.0031270980834960938,120,00120_008_SN02_21bars_health_check.csv
0,1.0,92.36,1.1278698085283807,475.73,3.6696431721998177,0.7742830094791399,1,0.0022389888763427734,121,00121_009_SN02_18bars_health_check.csv
0,1.0,91.27,1.0002765239843798,476.86,4.205729685444436,0.6717266724627443,1,0.0023419857025146484,122,00122_010_SN02_15bars_health_check.csv
0,1.0,93.47,0.8038155245085997,474.67,4.04290351935868,0.52894998527546,1,0.004724979400634766,123,00123_011_SN02_12bars_health_check.csv
0,1.0,91.28,0.7740046940953837,476.86,4.049592978190338,0.42544607388877476,1,0.00440669059753418,124,00124_012_SN02_9bars_health_check.csv
0,0.9999233484268188,168.5,1.4858417199161313,0.14,21.23337200172673,1.7712779213564782,1,0.0011761188507080078,125,00125_013_SN02_24bars_ramp1.csv
0,0.9999998807907104,1.56,1.2684908925961287,41.32,1.5229415550055463,1.4528776412086812,1,0.0005147457122802734,126,00126_014_SN02_24bars_ramp2.csv
0,1.0,1.24,1.6403805313444877,205.95000000000002,6.9050992053608224,1.0929608460797815,1,0.0007140636444091797,127,00127_015_SN02_24bars_ramp3.csv
0,1.0,1.23,2.065602717178651,745.5500000000001,2.596702885840669,1.0728546545652768,1,0.003877878189086914,128,00128_016_SN02_24bars_ramp4.csv
0,1.0,1.22,0.0,2218.2200000000003,7.557264675438064,0.48229404691577793,0,0.049787044525146484,129,00129_017_SN02_24bars_onmod.csv
0,1.0,6.04,1.9967350492314673,1513.51,1.6697433884874122,1.4961638533787742,1,0.016384124755859375,130,00130_018_SN02_24bars_offmod.csv
0,1.0,191.70000000000002,1.2949288193492026,61.96,3.7055722839566516,1.6498506813225795,1,0.0019369125366210938,131,00131_019_SN02_24bars_random_short.csv
0,1.0,1.22,1.9722744478709524,1079.98,5.206037908601441,1.0436953204822563,1,0.0033049583435058594,132,00132_020_SN02_24bars_random_long.csv
0,1.0,1.3800000000000001,1.4859720588057135,302.32,11.525129521806424,1.1853528793645225,1,0.0035300254821777344,133,00133_021_SN02_24bars_random_mixed.csv
0,0.9993556141853333,9.93,0.0,0.04,,1.7331304985760039,0,0.00041294097900390625,134,00134_022_SN02_21bars_ramp1.csv
0,0.6434688568115234,1.49,1.1120859843278308,6.24,1.2980769449480178,1.2398232010369559,1,0.000598907470703125,135,00135_023_SN02_21bars_ramp2.csv
0,1.0,1.23,1.8541718592427512,205.98000000000002,5.833752067912437,0.9021706070193946,1,0.001316070556640625,136,00136_024_SN02_21bars_ramp3.csv
0,1.0,1.25,1.503632432182136,745.91,23.398349616354746,0.8991804565132682,1,0.003226757049560547,137,00137_025_SN02_21bars_ramp4.csv
0,1.0,1.17,0.0,2343.54,5.481334247389999,0.3960319276915164,0,0.04544687271118164,138,00138_026_SN02_21bars_onmod.csv
0,1.0,1.85,1.4315013282513933,1482.21,3.9842394359982496,1.2617558793057861,1,0.029037952423095703,139,00139_027_SN02_21bars_offmod.csv
0,0.997433602809906,68.53,1.1006072931254702,0.02,,1.3904919199540748,0,0.0005991458892822266,140,00140_028_SN02_21bars_random_short.csv
0,1.0,1.22,1.6443997411058058,995.98,14.197820889976887,0.8772801701332303,1,0.023814916610717773,141,00141_029_SN02_21bars_random_long.csv
0,1.0,1.36,1.3340899113326072,310.49,5.201439527025993,1.0214564961248556,1,0.005772113800048828,142,00142_030_SN02_21bars_random_mixed.csv
0,1.0,8.51,0.9572613219099149,176.17000000000002,13.753845504361134,1.160461377153654,1,0.0011749267578125,143,00143_031_SN02_18bars_ramp1.csv
0,0.9576559066772461,1.55,0.8781808898289964,10.97,1.2668229175186212,0.9914083126624162,1,0.0004792213439941406,144,00144_032_SN02_18bars_ramp2.csv
0,1.0,1.23,1.3084343731084176,205.97,5.512130849291263,0.7393028448691732,1,0.0014982223510742188,145,00145_033_SN02_18bars_ramp3.csv
0,1.0,1.24,1.3921201230394207,745.95,15.494512243000518,0.7408923801825948,1,0.002668142318725586,146,00146_034_SN02_18bars_ramp4.csv
0,1.0,1.18,0.0,2295.07,4.550225828240146,0.32325132411221674,0,0.058120012283325195,147,00147_035_SN02_18bars_onmod.csv
0,1.0,1.45,1.1589463053109548,1481.54,5.669531329898407,1.0433327768195502,1,0.01800680160522461,148,00148_036_SN02_18bars_offmod.csv
0,0.9995567202568054,115.61,0.9238282262406381,0.02,,1.1526623277507222,0,0.0011839866638183594,149,00149_037_SN02_18bars_random_short.csv
0,1.0,1.22,1.248079090723041,952.97,3.6914230514494593,0.71930149611726,1,0.004517316818237305,150,00150_038_SN02_18bars_random_long.csv
0,1.0,1.28,1.1379174704321138,322.35,3.937941342189858,0.8056724097345553,1,0.010827064514160156,151,00151_039_SN02_18bars_random_mixed.csv
0,1.0,1.19,1.6504208176259465,300.03000000000003,6.021867304658542,0.9670602003035336,1,0.002567291259765625,152,00152_040_SN02_24bars_ssf.csv
0,1.0,1.22,1.5498784033657194,299.99,2.9941616850335437,0.8353298859331056,1,0.0008730888366699219,153,00153_041_SN02_21bars_ssf.csv
0,1.0,1.23,1.4751126478111865,299.98,17.25829648822846,0.719348995356742,1,0.002137899398803711,154,00154_042_SN02_18bars_ssf.csv
0,1.0,1.22,1.1524055773505322,299.98,3.758868070772796,0.5967099800291293,1,0.0009210109710693359,155,00155_043_SN02_15bars_ssf.csv
0,1.0,1.18,0.8239002892799869,300.02,3.4896635349676783,0.4864980563059309,1,0.000926971435546875,156,00156_044_SN02_12bars_ssf.csv
0,1.0,1.23,0.6845836006396668,299.98,1.2475208312314463,0.38687338414698813,1,0.0009520053863525391,157,00157_045_SN02_9bars_ssf.csv
0,1.0,91.24,1.4694659309981195,476.90000000000003,3.5419078003459066,0.9314053304892154,1,0.003046751022338867,158,00158_046_SN02_24bars_health_check.csv
0,1.0,91.3,1.2659983242683193,476.84000000000003,3.828980869725661,0.8114768066894936,1,0.003731966018676758,159,00159_047_SN02_21bars_health_check.csv
0,1.0,91.26,1.1810563314952964,476.87,4.35440696480635,0.698497486058883,1,0.002237081527709961,160,00160_048_SN02_18bars_health_check.csv
0,1.0,91.28,0.9354529351424283,476.78000000000003,3.9617949736347087,0.5714421860458255,1,0.003824949264526367,161,00161_049_SN02_15bars_health_check.csv
0,1.0,93.48,0.8324997038628585,474.64,3.5797680214820304,0.47259287657382265,1,0.003236055374145508,162,00162_050_SN02_12bars_health_check.csv
0,1.0,91.29,0.6038125352172754,476.84000000000003,3.7518549817458844,0.37139441823216307,1,0.0022649765014648438,163,00163_051_SN02_9bars_health_check.csv
0,1.0,18.64,0.8948425977257812,147.1,16.15751584371664,1.0682753358199013,1,0.0010271072387695312,164,00164_052_SN02_15bars_ramp1.csv
0,0.9999761581420898,2.37,0.7034728204957116,30.05,1.4017613505754771,0.9712788288348821,1,0.0006837844848632812,165,00165_053_SN02_15bars_ramp2.csv
0,1.0,1.23,1.0119827609514973,205.98000000000002,5.407191370149908,0.5872188576829572,1,0.001504659652709961,166,00166_054_SN02_15bars_ramp3.csv
0,1.0,1.23,1.047729591263117,745.94,18.846128678940794,0.5839764319030671,1,0.002469778060913086,167,00167_055_SN02_15bars_ramp4.csv
0,1.0,10.84,0.0,2250.05,4.689279705687899,0.25404249582225724,0,0.017316818237304688,168,00168_056_SN02_15bars_onmod.csv
0,1.0,4.33,1.0480947358922015,1452.79,1.9680549360855935,0.8434249716965057,1,0.008699178695678711,169,00169_057_SN02_15bars_offmod.csv
0,0.9998430013656616,125.49000000000001,0.7106930638865434,0.0,,0.909798844681878,0,0.0004596710205078125,170,00170_058_SN02_15bars_random_short.csv
0,1.0,1.22,1.078653992989277,1087.99,10.758141643791118,0.5674424498476791,1,0.004617929458618164,171,00171_059_SN02_15bars_random_long.csv
0,1.0,2.34,0.8219012596237842,200.31,3.9764464864312576,0.7624021463186086,1,0.0025768280029296875,172,00172_060_SN02_15bars_random_mixed.csv
0,0.9998137354850769,26.52,0.6001019396966116,0.04,,0.7430760483114801,0,0.000698089599609375,173,00173_061_SN02_12bars_ramp1.csv
0,0.9993914365768433,2.0300000000000002,0.5129241248092262,0.52,1.3752804257430293,0.6099219616154217,1,0.0012829303741455078,174,00174_062_SN02_12bars_ramp2.csv
0,1.0,1.21,0.8512460905882956,206.0,5.058047473439825,0.46457502898850006,1,0.0014300346374511719,175,00175_063_SN02_12bars_ramp3.csv
0,1.0,1.26,0.7816607845157728,745.86,18.63391221647023,0.46564059018218606,1,0.002622842788696289,176,00176_064_SN02_12bars_ramp4.csv
0,1.0,1.18,0.0,2282.11,11.636179726560568,0.20594709949716655,0,0.014939069747924805,177,00177_065_SN02_12bars_onmod.csv
0,1.0,1.46,0.7482960477480242,1486.83,4.304005304476844,0.6609403095710898,1,0.02784895896911621,178,00178_066_SN02_12bars_offmod.csv
0,1.0,113.35000000000001,0.5557396526021372,187.19,4.331310741311747,0.7880424428232128,1,0.0025200843811035156,179,00179_067_SN02_12bars_random_short.csv
0,1.0,1.23,0.7388532362269565,1066.97,6.306424542306402,0.45402803510309525,1,0.008172035217285156,180,00180_068_SN02_12bars_random_long.csv
0,1.0,1.48,0.6528536634228853,202.56,2.6403022458242074,0.5835614164997834,1,0.0008609294891357422,181,00181_069_SN02_12bars_random_mixed.csv
0,1.0,4.9,0.5279467827075681,144.57,10.773463283657835,0.5898178492108876,1,0.002646923065185547,182,00182_070_SN02_9bars_ramp1.csv
0,0.9505193829536438,1.49,0.4508207816630462,11.93,1.264842483253435,0.5001550936745696,1,0.002282857894897461,183,00183_071_SN02_9bars_ramp2.csv
0,1.0,1.22,0.5472120723917272,205.97,5.321744475334153,0.36011026634060106,1,0.0006830692291259766,184,00184_072_SN02_9bars_ramp3.csv
0,1.0,1.23,0.6886327685337821,745.92,18.890912526914068,0.3628853231540496,1,0.0022149085998535156,185,00185_073_SN02_9bars_ramp4.csv
0,1.0,1.18,0.0,2281.5,39.90215405144398,0.1602080753673913,0,0.04871726036071777,186,00186_074_SN02_9bars_onmod.csv
