uid,sn,test_id,split,P,T,R,ignition_time,true_thrust,is_anomalous,is_valid
25,1,25,train,1.6383149642226065,745.95,20.32549722047207,1.26,0.9567273833137719,False,1
26,1,26,train,0.0,2343.52,2.2302029329881243,1.2,0.40175620599673273,False,0
27,1,27,train,1.745958178345098,1478.04,36.84252978285644,4.39,1.4844456508702026,True,1
28,1,28,train,1.190014851486176,0.04,,86.67,1.5357745089950305,False,0
29,1,29,train,1.6610675086006448,995.98,2.331956530042216,1.24,0.9225926103877367,False,1
30,1,30,train,1.459223212871967,310.61,4.6198844963766925,1.44,1.1263336040905672,False,1
31,1,31,train,0.0,0.0,,,0.0,False,0
32,1,32,train,0.9743018003615411,43.49,1.5999126069158855,1.47,1.0902001548325981,False,1
33,1,33,train,1.3059681520469466,205.94,4.636776725096612,1.27,0.804671619474568,False,1
34,1,34,train,1.4359084662567658,745.9300000000001,19.486022416468806,1.3,0.7871899360916534,False,1
35,1,35,train,0.0,2295.09,2.3294205529529304,1.19,0.3287134408145734,True,0
36,1,36,train,1.3352239174067877,1453.03,6.376054703493447,40.19,1.1593929842517128,False,1
37,1,37,train,1.06218292771492,0.03,,212.32,1.2750749854783563,False,0
38,1,38,train,1.4325071048417162,952.88,4.766838335873419,1.27,0.7654450704095588,False,1
39,1,39,train,1.172821756607532,321.16,9.129231245999952,2.49,0.8972289668099864,False,1
40,1,40,train,1.8663394542866554,299.96,3.4073323531300725,1.25,1.0303326748784607,False,1
41,1,41,train,1.5968866591230746,299.94,3.93806120236408,1.27,0.8939016349015733,False,1
42,1,42,train,1.385382576531376,299.99,13.963171284401039,1.25,0.7616599388021698,False,1
43,1,43,train,1.0355884137952474,299.98,14.719188594658146,1.24,0.6333735475129949,False,1
44,1,44,train,1.0097930630655825,299.94,36.70447106690163,1.28,0.5257750691802745,False,1
45,1,45,train,0.7399044511039216,299.98,5.658021302227075,1.22,0.41154489157558233,False,1
46,1,46,train,1.5332407394191452,475.72,4.006161989336727,92.43,0.983672975214166,False,1
47,1,47,train,1.2956122816585045,476.81,3.7110013980586585,91.32000000000001,0.8476844605474546,False,1
48,1,48,train,1.1506213333192208,476.79,3.9056404650774375,91.28,0.7458013644536301,False,1
49,1,49,train,0.9056710205357832,476.76,3.8746120150418553,91.31,0.6110253455007888,False,1
50,1,50,train,0.8125502650657316,476.86,4.140228621382299,91.29,0.5001333213372376,True,1
51,1,51,train,0.7301280640618817,462.46000000000004,3.8894320858311437,105.63,0.3982545005946034,True,1
52,1,52,train,0.7492520385636893,0.0,,4.8,0.9673072785177922,False,0
53,1,53,train,0.8363484735908331,37.04,1.242142983565964,1.56,0.9461208046860432,False,1
54,1,54,train,1.0347615075160206,205.99,5.3193667868927506,1.25,0.6187396248562279,False,1
55,1,55,train,1.0697439394572417,745.9300000000001,18.99936879550766,1.26,0.6212583148311334,False,1
56,1,56,train,0.0,2255.16,5.505138382823241,5.78,0.2554060815880371,False,0
57,1,57,train,0.9456293255661605,1440.4,3.1073016020118556,11.03,0.9424709563976912,False,1
58,1,58,train,0.8027567126537007,90.09,4.069959547928069,147.46,1.0082052606767071,False,1
59,1,59,train,1.0874186214765325,1087.96,15.70632986586912,1.27,0.6023506362621148,False,1
60,1,60,train,0.8277592875570714,198.0,1.1904391348901289,2.62,0.8088197182470158,False,1
61,1,61,train,0.6347401566287899,0.04,,181.61,0.7908745185351498,False,0
62,1,62,train,0.7276021473112766,42.410000000000004,1.5556760108771226,1.54,0.7068625065843551,False,1
63,1,63,train,0.7429494075937303,205.9,5.354604854608109,1.27,0.4941555976805114,False,1
64,1,64,train,0.782852711506538,745.98,19.158576586063017,1.26,0.4971553691569143,False,1
65,1,65,train,0.0,2282.06,3.437170811855712,1.19,0.20094735041313755,False,0
66,1,66,train,1.0619183672082517,1483.34,9.981037625063072,3.5700000000000003,0.7351943659578102,False,1
67,1,67,train,0.6937254330902125,88.16,4.402055818901803,78.63,0.808232473614086,False,1
68,1,68,train,0.913453150922737,1066.97,2.326666146875536,1.27,0.48371883075151095,True,1
69,1,69,train,0.8265021247882988,202.83,2.6693630263625963,2.63,0.6057980424997285,True,1
70,1,70,train,0.5062454802894502,0.04,,4.97,0.6427615927743618,False,0
71,1,71,train,0.5341874512583166,38.04,1.4333988819923251,1.58,0.565000112445769,False,1
72,1,72,train,0.6432966789214722,205.97,7.619825426080522,1.25,0.3886700560233997,False,1
73,1,73,train,0.7870649692587299,745.82,21.049657503115895,1.26,0.387389337697993,False,1
74,1,74,train,0.0,2281.56,2.8048190261534245,1.19,0.1596563843046827,False,0
75,1,75,train,0.5669813240638337,1493.98,2.1589825721329063,1.51,0.5648410131591556,False,1
76,1,76,train,0.46053482319497907,144.75,4.642853816613607,56.69,0.6033729832919934,False,1
77,1,77,train,0.8568480749212255,1057.94,4.382623114708655,1.27,0.3849847917984325,True,1
78,1,78,train,0.640082578478281,237.11,2.3281835063606993,1.4000000000000001,0.4614363409319337,False,1
79,1,79,train,1.6801366356105496,300.0,5.2618801426571675,1.23,0.9289715321493159,False,1
80,1,80,train,1.3855491459135987,299.97,6.958444768981994,1.23,0.8064677213914648,False,1
81,1,81,train,1.2895550849578978,299.97,39.576142940658244,1.24,0.6848390309991584,False,1
82,1,82,train,0.908522748244916,299.97,11.488982113749044,1.25,0.5774067524563677,False,1
83,1,83,train,0.8333711952468735,299.95,42.478920774822505,1.28,0.47265740572494636,False,1
84,1,84,train,0.6356235962061517,300.01,11.72388333754153,1.22,0.3738501472601461,False,1
85,1,85,train,1.2650542239721003,476.83,4.600560877083149,91.3,0.8893152569342555,False,1
86,1,86,train,1.1527402550012265,465.84000000000003,3.7065966441420257,102.31,0.7758723466153086,False,1
87,1,87,train,0.955339325697698,476.8,3.663261428718111,91.31,0.6608141092475919,False,1
88,1,88,train,0.8507519623621341,473.48,3.7130116778856785,94.62,0.5520945970386766,False,1
89,1,89,train,0.6649578025006139,476.84000000000003,3.696757384476971,91.3,0.44859759247908493,False,1
90,1,90,train,0.507478494319618,476.87,4.022001213185788,91.29,0.3538902134398654,False,1
91,1,91,train,0.6577366925022509,299.93,6.724193834878078,1.28,0.315099219543864,False,1
92,1,92,train,0.4965252771785837,299.98,3.8591899726042467,1.24,0.26157102615712513,False,1
93,1,93,train,0.6063310658163437,475.75,3.4688747344903783,92.41,0.3064110519587313,False,1
94,1,94,train,0.3666149032915703,474.64,3.7071355571041806,93.51,0.2507251451536033,False,1
95,1,95,train,0.43466486851434727,0.04,,4.87,0.5275740435399565,False,0
96,1,96,train,0.37168751018712376,38.1,1.4351747031613058,5.51,0.42449760485691007,False,1
97,1,97,train,0.4926023220369616,205.94,6.709839728447067,1.27,0.3149637391088392,False,1
98,1,98,train,0.5738852200925365,745.97,22.187232796033342,1.27,0.3131263222865403,False,1
99,1,99,train,0.0,2278.86,4.790205499406431,1.21,0.1297693689407104,False,0
100,1,100,train,0.4682418254787626,1462.45,5.667100055235521,2.94,0.4552430862625198,False,1
101,1,101,train,0.0,0.01,,170.69,0.4785548426798161,False,0
102,1,102,train,0.6249177719652256,1101.88,6.8337481355998735,1.25,0.3043628466802587,False,1
103,1,103,train,0.6016124534564412,202.13,6.702260605645421,1.42,0.41373315584741394,False,1
104,1,104,train,0.30855869761617966,0.0,,172.75,0.3971527388963939,False,0
105,1,105,train,0.28512444802563375,9.06,1.3319753406638293,1.57,0.3491896652912141,False,1
106,1,106,train,0.4057948564376975,205.54,5.2200109452604915,1.25,0.25576071864996364,False,1
107,1,107,train,0.49147392115549077,745.91,20.034860453943864,1.27,0.2568632361687176,False,1
108,1,108,train,0.0,2245.77,3.44072069841734,1.2,0.10934916421891236,False,0
109,1,109,train,0.3989385398497564,1386.38,3.9452271401575447,79.97,0.3868338738030209,False,1
110,1,110,train,0.3020748424107307,107.58,4.099265952552948,118.9,0.39470854739184025,False,1
111,1,111,train,0.3915220536688791,1017.9200000000001,12.85861999409225,1.27,0.24879486929205624,False,1
112,1,112,train,0.4059796271478367,272.34000000000003,7.371545093211359,1.36,0.29143504622553873,False,1
113,2,1,train,2.1172340546743023,300.0,4.056960446418813,1.19,1.1154825117745222,False,1
114,2,2,train,2.0568396743965214,299.98,3.6682109755549166,1.22,0.9633511634019432,False,1
115,2,3,train,1.2653782769815334,299.95,6.249814611735954,1.25,0.832102348995875,False,1
116,2,4,train,1.3417470165745409,299.97,4.59643833468375,1.22,0.6857628255576612,False,1
117,2,5,train,1.176969831731554,300.02,3.4210324742767457,1.19,0.5574657208920178,False,1
118,2,6,train,0.7738823189476025,300.02,3.1401208628270556,1.19,0.44289637928107084,False,1
119,2,7,train,1.6782067249280572,476.92,3.9420570184280797,91.23,1.0609756263304282,False,1
120,2,8,train,1.8200427482851793,470.24,3.6411860179423043,97.89,0.9097159330133092,False,1
121,2,9,train,1.1278698085283807,475.73,3.6696431721998177,92.36,0.7742830094791399,True,1
122,2,10,train,1.0002765239843798,476.86,4.205729685444436,91.27,0.6717266724627443,False,1
123,2,11,train,0.8038155245085997,474.67,4.04290351935868,93.47,0.52894998527546,False,1
124,2,12,train,0.7740046940953837,476.86,4.049592978190338,91.28,0.42544607388877476,False,1
125,2,13,train,1.4858417199161313,0.14,21.23337200172673,168.5,1.7712779213564782,False,1
126,2,14,train,1.2684908925961287,41.32,1.5229415550055463,1.56,1.4528776412086812,False,1
127,2,15,train,1.6403805313444877,205.95000000000002,6.9050992053608224,1.24,1.0929608460797815,False,1
128,2,16,train,2.065602717178651,745.5500000000001,2.596702885840669,1.23,1.0728546545652768,True,1
129,2,17,train,0.0,2218.2200000000003,7.557264675438064,1.22,0.48229404691577793,False,0
130,2,18,train,1.9967350492314673,1513.51,1.6697433884874122,6.04,1.4961638533787742,True,1
131,2,19,train,1.2949288193492026,61.96,3.7055722839566516,191.70000000000002,1.6498506813225795,False,1
132,2,20,train,1.9722744478709524,1079.98,5.206037908601441,1.22,1.0436953204822563,False,1
133,2,21,train,1.4859720588057135,302.32,11.525129521806424,1.3800000000000001,1.1853528793645225,False,1
134,2,22,train,0.0,0.04,,9.93,1.7331304985760039,False,0
135,2,23,train,1.1120859843278308,6.24,1.2980769449480178,1.49,1.2398232010369559,False,1
136,2,24,train,1.8541718592427512,205.98000000000002,5.833752067912437,1.23,0.9021706070193946,False,1
137,2,25,train,1.503632432182136,745.91,23.398349616354746,1.25,0.8991804565132682,False,1
138,2,26,train,0.0,2343.54,5.481334247389999,1.17,0.3960319276915164,False,0
139,2,27,train,1.4315013282513933,1482.21,3.9842394359982496,1.85,1.2617558793057861,False,1
140,2,28,train,1.1006072931254702,0.02,,68.53,1.3904919199540748,False,0
141,2,29,train,1.6443997411058058,995.98,14.197820889976887,1.22,0.8772801701332303,False,1
142,2,30,train,1.3340899113326072,310.49,5.201439527025993,1.36,1.0214564961248556,False,1
143,2,31,train,0.9572613219099149,176.17000000000002,13.753845504361134,8.51,1.160461377153654,False,1
144,2,32,train,0.8781808898289964,10.97,1.2668229175186212,1.55,0.9914083126624162,True,1
145,2,33,train,1.3084343731084176,205.97,5.512130849291263,1.23,0.7393028448691732,False,1
146,2,34,train,1.3921201230394207,745.95,15.494512243000518,1.24,0.7408923801825948,False,1
147,2,35,train,0.0,2295.07,4.550225828240146,1.18,0.32325132411221674,False,0
148,2,36,train,1.1589463053109548,1481.54,5.669531329898407,1.45,1.0433327768195502,False,1
149,2,37,train,0.9238282262406381,0.02,,115.61,1.1526623277507222,False,0
150,2,38,train,1.248079090723041,952.97,3.6914230514494593,1.22,0.71930149611726,False,1
151,2,39,train,1.1379174704321138,322.35,3.937941342189858,1.28,0.8056724097345553,False,1
152,2,40,train,1.6504208176259465,300.03000000000003,6.021867304658542,1.19,0.9670602003035336,False,1
153,2,41,train,1.5498784033657194,299.99,2.9941616850335437,1.22,0.8353298859331056,False,1
154,2,42,train,1.4751126478111865,299.98,17.25829648822846,1.23,0.719348995356742,False,1
155,2,43,train,1.1524055773505322,299.98,3.758868070772796,1.22,0.5967099800291293,False,1
156,2,44,train,0.8239002892799869,300.02,3.4896635349676783,1.18,0.4864980563059309,False,1
157,2,45,train,0.6845836006396668,299.98,1.2475208312314463,1.23,0.38687338414698813,False,1
158,2,46,train,1.4694659309981195,476.90000000000003,3.5419078003459066,91.24,0.9314053304892154,False,1
159,2,47,train,1.2659983242683193,476.84000000000003,3.828980869725661,91.3,0.8114768066894936,False,1
160,2,48,train,1.1810563314952964,476.87,4.35440696480635,91.26,0.698497486058883,False,1
161,2,49,train,0.9354529351424283,476.78000000000003,3.9617949736347087,91.28,0.5714421860458255,False,1
162,2,50,train,0.8324997038628585,474.64,3.5797680214820304,93.48,0.47259287657382265,True,1
163,2,51,train,0.6038125352172754,476.84000000000003,3.7518549817458844,91.29,0.37139441823216307,True,1
164,2,52,train,0.8948425977257812,147.1,16.15751584371664,18.64,1.0682753358199013,False,1
165,2,53,train,0.7034728204957116,30.05,1.4017613505754771,2.37,0.9712788288348821,False,1
166,2,54,train,1.0119827609514973,205.98000000000002,5.407191370149908,1.23,0.5872188576829572,False,1
167,2,55,train,1.047729591263117,745.94,18.846128678940794,1.23,0.5839764319030671,False,1
168,2,56,train,0.0,2250.05,4.689279705687899,10.84,0.25404249582225724,True,0
169,2,57,train,1.0480947358922015,1452.79,1.9680549360855935,4.33,0.8434249716965057,False,1
170,2,58,train,0.7106930638865434,0.0,,125.49000000000001,0.909798844681878,False,0
171,2,59,train,1.078653992989277,1087.99,10.758141643791118,1.22,0.5674424498476791,False,1
172,2,60,train,0.8219012596237842,200.31,3.9764464864312576,2.34,0.7624021463186086,False,1
173,2,61,train,0.6001019396966116,0.04,,26.52,0.7430760483114801,False,0
174,2,62,train,0.5129241248092262,0.52,1.3752804257430293,2.0300000000000002,0.6099219616154217,False,1
175,2,63,train,0.8512460905882956,206.0,5.058047473439825,1.21,0.46457502898850006,False,1
176,2,64,train,0.7816607845157728,745.86,18.63391221647023,1.26,0.46564059018218606,False,1
177,2,65,train,0.0,2282.11,11.636179726560568,1.18,0.20594709949716655,False,0
178,2,66,train,0.7482960477480242,1486.83,4.304005304476844,1.46,0.6609403095710898,False,1
179,2,67,train,0.5557396526021372,187.19,4.331310741311747,113.35000000000001,0.7880424428232128,False,1
180,2,68,train,0.7388532362269565,1066.97,6.306424542306402,1.23,0.45402803510309525,False,1
181,2,69,train,0.6528536634228853,202.56,2.6403022458242074,1.48,0.5835614164997834,False,1
182,2,70,train,0.5279467827075681,144.57,10.773463283657835,4.9,0.5898178492108876,False,1
183,2,71,train,0.4508207816630462,11.93,1.264842483253435,1.49,0.5001550936745696,False,1
184,2,72,train,0.5472120723917272,205.97,5.321744475334153,1.22,0.36011026634060106,False,1
185,2,73,train,0.6886327685337821,745.92,18.890912526914068,1.23,0.3628853231540496,False,1
186,2,74,train,0.0,2281.5,39.90215405144398,1.18,0.1602080753673913,False,0
187,2,75,train,0.7311833911522273,1503.2,56.963138879457496,3.12,0.508943652875162,False,1
188,2,76,train,0.43775634026854393,0.02,,73.55,0.5543193785369125,False,0
189,2,77,train,0.6496851251109538,1058.01,5.003469614877443,1.23,0.35938810265515553,True,1
190,2,78,train,0.5008448764233671,238.36,6.786644809229668,1.44,0.42013281835747474,False,1
191,2,79,train,2.0134526432414592,300.01,4.073772871700078,1.19,0.8776245464954311,False,1
192,2,80,train,1.2575620316805443,299.96,2.680676444714337,1.24,0.7626634994182732,False,1
193,2,81,train,1.0203638232528498,300.03000000000003,9.895291022879318,1.19,0.644900918279253,False,1
194,2,82,train,0.9773477141065727,299.99,125.28764971783332,1.21,0.5384148453201254,False,1
195,2,83,train,0.7373030215820009,300.03000000000003,8.99348745356921,1.19,0.439850161952566,False,1
196,2,84,train,0.6919167456894094,299.94,3.2993117546475275,1.26,0.3504217277189651,False,1
197,2,85,train,1.2893729761827746,476.86,4.014829223803168,91.26,0.8472290573789425,False,1
198,2,86,train,1.0799402075908584,476.81,4.89179911086381,91.31,0.7276098980311109,False,1
199,2,87,train,0.924120313124012,476.82,3.7753747644921734,91.26,0.6269301830953549,False,1
200,2,88,train,0.7497982556274618,476.86,4.078451980546349,91.27,0.5220414234036177,False,1
201,2,89,train,0.8148855191976191,476.83,3.9628098472605986,91.29,0.4264714972404821,True,1
202,2,90,train,0.5555986737711818,476.89,4.013914086162442,91.25,0.34159814080218637,False,1
203,2,91,train,0.620349905230886,299.97,7.621438462567952,1.23,0.29233031993665465,False,1
204,2,92,train,0.4589818951079671,300.0,17.569318413682296,1.22,0.24335473967013332,False,1
205,2,93,train,0.45155832042913335,475.68,3.8266704117091734,92.45,0.2786244875720055,False,1
206,2,94,train,0.3425581324306231,476.69,4.009918708290144,91.25,0.232899476424853,False,1
207,2,95,train,0.3591735727204746,0.02,,7.84,0.4499791221583355,True,0
208,2,96,train,0.3988966348195445,12.11,1.6444125382466863,1.3900000000000001,0.3270492970583562,True,1
209,2,97,train,0.5210593479184502,205.98000000000002,5.890741966988681,1.23,0.2906974075352958,False,1
210,2,98,train,0.5993714368626266,745.82,23.493928662353397,1.24,0.2900545340293929,False,1
211,2,99,train,0.0,2278.88,2.639791065623414,1.17,0.1280681827873076,False,0
212,2,100,train,0.5124577892726336,1484.47,36.13696332487984,1.5,0.4084694025864836,False,1
213,2,101,train,0.37340801442064975,117.12,4.154891585743472,14.73,0.4465367708226832,False,1
214,2,102,train,0.4600650479582165,1101.97,7.153886064999041,1.23,0.2832843323966192,False,1
215,2,103,train,0.44356312388886976,202.24,5.048588004286843,1.3800000000000001,0.37069537212405357,False,1
216,2,104,train,0.30916766199640927,0.04,,141.44,0.3853117651713888,False,0
217,2,105,train,0.3620764191656187,41.08,1.1966021247432193,1.59,0.34358266314379815,False,1
218,2,106,train,0.43281437906363307,205.96,6.367420697922324,1.23,0.23927494784223918,False,1
219,2,107,train,0.435467165568614,745.94,18.492285899857286,1.26,0.23772347195099572,False,1
220,2,108,train,0.0,2245.7400000000002,4.042082771859463,1.18,0.10842185366252113,False,0
221,2,109,train,0.42495571065824655,1431.08,3.3349198798986563,1.51,0.3369692063985564,False,1
222,2,110,train,0.3085071743517027,165.09,4.101279502679374,3.5100000000000002,0.3689335079615414,False,1
223,2,111,train,0.5044576237919051,1017.97,12.638341174009831,1.24,0.23379567466698267,False,1
224,2,112,train,0.4515873735872457,272.29,8.231555726581014,1.4000000000000001,0.28266917280952925,True,1
225,3,1,train,2.302910088664562,299.99,4.03891244910071,1.24,1.3211787153101504,True,1
226,3,2,train,2.28075803194345,299.96,33.201426508861395,1.25,1.1507934177176125,False,1
227,3,3,train,1.8945335321910064,299.97,5.320209832985987,1.23,0.955589222866779,False,1
228,3,4,train,1.2648482796949938,299.96,3.075682292698782,1.22,0.7957355079023082,False,1
229,3,5,train,1.1493243075982835,299.93,16.539549792612934,1.28,0.6499510169992226,False,1
230,3,6,train,0.8824659422313689,300.0,1.0289062622012795,1.21,0.5036697644361077,False,1
231,3,7,train,2.285470452757104,476.89,3.3882820682078405,91.26,1.2426434918738634,False,1
232,3,8,train,1.6956791597377707,476.83,3.611763023890956,91.31,1.0602146357504787,False,1
233,3,9,train,1.356763761637328,475.71000000000004,3.8779866624025034,92.39,0.8927619827632675,True,1
234,3,10,train,1.194434892257522,474.69,3.8787759749752837,93.47,0.7512322242012565,False,1
235,3,11,train,0.9970044625856873,476.77,3.645174488643749,91.31,0.610663682033372,False,1
236,3,12,train,0.7382254900434195,476.87,3.8058686612466137,91.28,0.4739752514898437,False,1
237,3,13,train,1.548896029941048,150.02,9.559771362277733,31.63,1.9327597860516978,False,1
238,3,14,train,1.6535436895305171,42.550000000000004,1.5626581410721694,2.39,1.7995654911879089,False,1
239,3,15,train,1.920485360003475,205.9,5.162646430732524,1.25,1.2671704900464285,False,1
240,3,16,train,1.9939190358453214,745.97,19.135058366883644,1.24,1.2664472159586302,False,1
241,3,17,train,0.0,2218.19,20.383610398076765,1.18,0.5218241428633809,False,0
242,3,18,train,2.4786602105179023,1526.23,4.3227897004064495,1.42,1.7794026500766027,False,1
243,3,19,train,1.5994359906669247,200.12,4.033523850097181,80.62,1.9290549268445316,False,1
244,3,20,train,2.65432567438176,1079.95,4.957115534062922,1.24,1.218757806420248,False,1
245,3,21,train,1.6499456450539467,301.33,23.151011746097836,1.3900000000000001,1.3754323638106618,False,1
246,3,22,train,1.2360000562849978,0.0,,17.6,1.5842091037075978,False,0
247,3,23,train,1.3340997169253226,42.76,1.4143944593846633,1.86,1.4347165904391488,False,1
248,3,24,train,1.6079563803244323,205.98000000000002,5.967006022578581,1.23,1.0584353976853094,False,1
249,3,25,train,1.9123551622748933,745.97,18.831932251184593,1.24,1.041409987614586,False,1
250,3,26,train,0.0,2343.52,2.1815784197027037,1.18,0.43147574604404343,False,0
251,3,27,train,1.5761604392362565,1455.44,27.35067177096697,1.74,1.4768025857038585,False,1
252,3,28,train,1.2960125369519568,210.16,3.797423612750595,16.47,1.6195271220955225,False,1
253,3,29,train,1.7309578082667127,995.94,2.3907638518986785,1.24,1.016856049575317,False,1
254,3,30,train,0.0,0.0,,,0.0,True,0
255,3,31,train,1.0633868168092417,170.01,16.91972845669235,2.71,1.3218994452268915,False,1
256,3,32,train,1.2140643694059996,32.36,1.2699301795386144,5.3500000000000005,1.2129368067940003,False,1
257,3,33,train,1.3138894477296152,205.99,6.168462292437501,1.24,0.8568674561312922,False,1
258,3,34,train,1.7009835670488216,745.94,21.508247037286402,1.24,0.85315946346235,False,1
259,3,35,train,0.0,2295.06,2.131298102843604,1.18,0.3454908031875237,False,0
260,3,36,train,1.3769861767353542,1484.84,3.662745394252355,10.97,1.2098685826059932,False,1
261,3,37,train,0.974524966421164,272.0,4.470280573993237,5.54,1.2717591003406483,False,1
262,3,38,train,1.7943304177733577,953.01,4.194022635261011,1.23,0.8261629691452476,False,1
263,3,39,train,1.7507000965895008,321.25,4.876089647878998,2.37,0.9329021507996059,True,1
264,3,40,train,2.021235813820019,299.98,8.316558524245936,1.23,1.1266044249738214,False,1
265,3,41,train,1.9378013313798328,299.95,2.64268964889689,1.24,0.9723476241452671,False,1
266,3,42,train,1.3476307349426015,299.99,14.029265772716391,1.23,0.8242309645192231,False,1
267,3,43,train,1.1255164303397145,299.98,13.052485677324185,1.22,0.6826595148079047,False,1
268,3,44,train,0.8591439814703045,299.95,3.175705207612149,1.25,0.5506388022301032,True,1
269,3,45,train,0.6984334959230959,299.97,35.735241090464186,1.21,0.43254033947826287,False,1
270,3,46,train,1.7754288645163854,476.85,4.996482152006518,91.27,1.0498645756011586,False,1
271,3,47,train,1.3599041830127132,476.87,3.700276326250889,91.26,0.9144568004372542,False,1
272,3,48,train,1.4105637561087385,475.76,3.479132181788326,92.37,0.7974417936685915,False,1
273,3,49,train,0.9204167134633728,476.83,3.812421140404583,91.31,0.64879886724482,False,1
274,3,50,train,0.8252145044077478,475.75,4.158142647360461,92.37,0.514819017613524,False,1
275,3,51,train,0.8202821104893186,474.6,3.444753574091589,93.49,0.4051195269310537,False,1
276,3,52,train,0.0,140.01,10.338118240622194,26.740000000000002,1.0110069035362754,False,0
277,3,53,train,0.7997080983055151,40.24,1.650613503268693,1.59,0.8831333830466728,False,1
278,3,54,train,1.16520792372178,206.0,4.75811992240768,1.22,0.6662909183371902,False,1
279,3,55,train,1.2745782229931382,745.96,18.076727602387983,1.25,0.6670361377679999,False,1
280,3,56,train,0.0,2255.12,4.373755130962413,5.8100000000000005,0.2716154699584058,False,0
281,3,57,train,1.068354682338231,1444.1100000000001,3.9411841927211166,19.150000000000002,0.9680459203800676,False,1
282,3,58,train,0.8209450877938411,259.94,4.38711494495519,7.82,1.0446717799061012,True,1
283,3,59,train,1.2513406610173454,1088.0,18.362280377449103,1.23,0.652290208560244,False,1
284,3,60,train,0.8565314768000315,204.02,3.993569215718607,4.53,0.849841167274188,False,1
285,3,61,train,0.8790358828983516,147.96,12.182540713381682,6.640000000000001,0.9156638691775016,False,1
286,3,62,train,0.9188385548120624,5.98,1.1554046077284024,1.6,0.751840015814011,False,1
287,3,63,train,0.9835834082465098,205.96,6.935947767167363,1.23,0.5326798537888647,False,1
288,3,64,train,1.0976253561864888,745.9,22.689650908792796,1.26,0.5267130579446232,False,1
289,3,65,train,0.0,2282.13,4.385278897436548,1.19,0.21587008347508205,False,0
290,3,66,train,0.9498194141307161,1495.45,3.1004546568135734,3.5,0.7523813213559211,False,1
291,3,67,train,0.0,0.03,,8.6,0.8520951051163119,False,0
292,3,68,train,1.0402481821189482,1066.95,7.832701073007974,1.24,0.5099386415313637,False,1
293,3,69,train,0.9989362336479128,204.64000000000001,2.734058670799473,1.43,0.6527062966431938,False,1
294,3,70,train,0.5546424824923208,171.42000000000002,9.221273841231177,4.92,0.6295885710415168,False,1
295,3,71,train,0.4540424623068218,40.12,1.6122047441993195,1.43,0.4883894309761213,True,1
296,3,72,train,0.6099478554230873,205.97,6.47793688122524,1.23,0.4054493446522736,False,1
297,3,73,train,0.7035343568398692,745.98,19.614485788767734,1.23,0.40081709491426926,False,1
298,3,74,train,0.0,2281.5,3.2373939792802338,1.18,0.16575857987449819,True,0
299,3,75,train,0.7190083391528095,1486.41,3.386828325259297,1.6,0.5738616922208628,False,1
300,3,76,train,0.4724204637518088,23.11,4.72565116594446,82.61,0.6096647863538789,False,1
301,3,77,train,0.7257557208403539,1057.97,3.3413903438830146,1.23,0.3954264504358358,False,1
302,3,78,train,0.5790543809805206,238.63,1.4076457682997787,1.71,0.471326770982106,False,1
