file_name,ignition_time,ignition_confidence,is_maneuver,maneuver_probability,thrust_estimate,maneuver_type,maneuver_type_name,true_ignition_time,true_thrust,true_duration
01306_038_SN13_18bars_random_long,-1.0,0.0,False,0.0,0.44515511409172925,0,短脉冲姿态修正,2021-08-26 18:00:01.000,0.49091203962986507,444.0
01307_039_SN13_18bars_random_mixed,-1.0,0.0,False,0.0,0.41647063566217146,0,短脉冲姿态修正,2021-08-26 20:00:01.000,0.46004989554715625,165.63
01308_040_SN13_24bars_ssf,-1.0,0.0,False,0.0,0.6994118369258517,0,短脉冲姿态修正,2021-08-27 06:00:01.000,0.6923494885760111,300.0
01309_041_SN13_21bars_ssf,-1.0,0.0,False,0.0,0.6023498083995374,0,短脉冲姿态修正,2021-08-27 08:00:01.000,0.5942991329359864,300.0
01310_042_SN13_18bars_ssf,-1.0,0.0,False,0.0,0.502992668000394,0,短脉冲姿态修正,2021-08-27 10:00:01.000,0.5015233504556884,300.0
01311_043_SN13_15bars_ssf,-1.0,0.0,False,0.0,0.4187065801926711,0,短脉冲姿态修正,2021-08-27 12:00:01.000,0.4152917261516112,300.0
01312_044_SN13_12bars_ssf,-1.0,0.0,False,0.0,0.3420388621955621,0,短脉冲姿态修正,2021-08-27 14:00:01.000,0.3749450903222537,300.0
01313_045_SN13_9bars_ssf,-1.0,0.0,False,0.0,0.26592043010704736,0,短脉冲姿态修正,2021-08-27 16:00:01.000,0.26657367198148635,300.0
01314_046_SN13_24bars_health_check,1.16,1.0,True,1.0,0.39088819285065646,2,多脉冲调整,2021-08-27 18:00:01.000,0.39879720282214987,91.35000000000001
01315_047_SN13_21bars_health_check,1.16,1.0,True,1.0,0.336935711199237,2,多脉冲调整,2021-08-27 20:00:01.000,0.334368476293211,91.35000000000001
01316_048_SN13_18bars_health_check,1.16,1.0,True,1.0,0.28648638437362095,2,多脉冲调整,2021-08-28 06:00:01.000,0.2885932655456361,91.35000000000001
01317_049_SN13_15bars_health_check,1.16,1.0,True,1.0,0.23906877500650134,2,多脉冲调整,2021-08-28 08:00:01.000,0.23826887381977707,91.35000000000001
01318_050_SN13_12bars_health_check,1.17,1.0,True,1.0,0.1889673933139428,2,多脉冲调整,2021-08-28 10:00:01.000,0.19421836614206217,91.35000000000001
01319_051_SN13_9bars_health_check,1.17,1.0,True,1.0,0.14522409224472943,2,多脉冲调整,2021-08-28 12:00:01.000,0.15108569744079176,91.35000000000001
01320_052_SN13_15bars_ramp1,-1.0,0.0,False,0.0,0.29115005144323236,0,短脉冲姿态修正,2021-08-28 14:00:01.000,0.22540835390984948,91.0
01321_053_SN13_15bars_ramp2,-1.0,0.0,False,0.0,0.22232697913511615,0,短脉冲姿态修正,2021-08-28 16:00:01.000,0.2345071818199604,19.0
01322_054_SN13_15bars_ramp3,-1.0,0.0,False,0.0,0.3464367987331557,0,短脉冲姿态修正,2021-08-28 18:00:01.000,0.3825050782061604,110.0
01323_055_SN13_15bars_ramp4,-1.0,0.0,False,0.0,0.3697380339036458,0,短脉冲姿态修正,2021-08-28 20:00:01.000,0.3786086707856654,407.0
01324_056_SN13_15bars_onmod,5.7700000000000005,1.0,True,1.0,0.0015538334549724544,2,多脉冲调整,2021-09-01 06:00:01.000,0.0019414140850996236,79.21000000000001
01325_057_SN13_15bars_offmod,-1.0,0.0,False,0.0,0.28457546113031695,0,短脉冲姿态修正,2021-09-01 08:00:01.000,0.2838731581844632,760.0
01326_058_SN13_15bars_random_short,-1.0,0.0,False,0.0,0.20791682035255182,0,短脉冲姿态修正,2021-09-01 10:00:01.000,0.20819163529430082,147.56
01327_059_SN13_15bars_random_long,-1.0,0.0,False,0.0,0.2869532308254977,0,短脉冲姿态修正,2021-09-01 12:00:01.000,0.35148361364413566,516.0
01328_060_SN13_15bars_random_mixed,-1.0,0.0,False,0.0,0.3147251803413138,0,短脉冲姿态修正,2021-09-01 14:00:01.000,0.30381465172113575,119.94
01329_061_SN13_12bars_ramp1,-1.0,0.0,False,0.0,0.18953457143888333,0,短脉冲姿态修正,2021-09-01 16:00:01.000,0.17005034312890258,91.0
01330_062_SN13_12bars_ramp2,-1.0,0.0,False,0.0,0.17548392346578862,0,短脉冲姿态修正,2021-09-01 18:00:01.000,0.18181544361543325,19.0
01331_063_SN13_12bars_ramp3,-1.0,0.0,False,0.0,0.262118556886623,0,短脉冲姿态修正,2021-09-01 20:00:01.000,0.2858238661378751,110.0
01332_064_SN13_12bars_ramp4,-1.0,0.0,False,0.0,0.2814097831964135,0,短脉冲姿态修正,2021-09-02 06:00:01.000,0.2840558190170387,407.0
01333_065_SN13_12bars_onmod,1.2,1.0,True,1.0,0.0007432612103736078,2,多脉冲调整,2021-09-02 08:00:01.000,0.0015786869602702287,78.72
01334_066_SN13_12bars_offmod,-1.0,0.0,False,0.0,0.22992335549450071,0,短脉冲姿态修正,2021-09-02 10:00:01.000,0.2150145706740009,760.0
01335_067_SN13_12bars_random_short,-1.0,0.0,False,0.0,0.1675021629144075,0,短脉冲姿态修正,2021-09-02 12:00:01.000,0.16041226408936002,146.47
01336_068_SN13_12bars_random_long,-1.0,0.0,False,0.0,0.25532174287585635,0,短脉冲姿态修正,2021-09-02 14:00:01.000,0.26881459372661926,528.0
01337_069_SN13_12bars_random_mixed,-1.0,0.0,False,0.0,0.2011133726375559,0,短脉冲姿态修正,2021-09-02 16:00:01.000,0.2208242808004266,106.31
01338_070_SN13_9bars_ramp1,-1.0,0.0,False,0.0,0.14518400104145507,0,短脉冲姿态修正,2021-09-02 18:00:01.000,0.12827105138734723,91.0
01339_071_SN13_9bars_ramp2,-1.0,0.0,False,0.0,0.1455516752475121,0,短脉冲姿态修正,2021-09-02 20:00:01.000,0.13416830131978263,19.0
01340_072_SN13_9bars_ramp3,-1.0,0.0,False,0.0,0.1802243259556908,0,短脉冲姿态修正,2021-09-03 06:00:01.000,0.2149701573417244,110.0
01341_073_SN13_9bars_ramp4,-1.0,0.0,False,0.0,0.2144942104715021,0,短脉冲姿态修正,2021-09-03 08:00:01.000,0.2109865884557163,407.0
01342_074_SN13_9bars_onmod,1.19,1.0,True,1.0,0.0009220898063812256,2,多脉冲调整,2021-09-03 10:00:01.000,0.0011161585260740807,79.23
01343_075_SN13_9bars_offmod,-1.0,0.0,False,0.0,0.1712859530971849,0,短脉冲姿态修正,2021-09-03 12:00:01.000,0.1602725302983246,760.0
01344_076_SN13_9bars_random_short,-1.0,0.0,False,0.0,0.13005373648883087,0,短脉冲姿态修正,2021-09-03 14:00:01.000,0.11925377809686954,148.86
01345_077_SN13_9bars_random_long,-1.0,0.0,False,0.0,0.18293327914203694,0,短脉冲姿态修正,2021-09-03 16:00:01.000,0.1982158526089135,488.0
01346_078_SN13_9bars_random_mixed,-1.0,0.0,False,0.0,0.1375143214844613,0,短脉冲姿态修正,2021-09-03 18:00:01.000,0.1757608009785306,125.25
01347_079_SN13_24bars_ssf,-1.0,0.0,False,0.0,0.5236342590937584,0,短脉冲姿态修正,2021-09-03 20:00:01.000,0.5181407376277696,300.0
01348_080_SN13_21bars_ssf,-1.0,0.0,False,0.0,0.44455236864192793,0,短脉冲姿态修正,2021-09-04 06:00:01.000,0.4444520080663844,300.0
01349_081_SN13_18bars_ssf,-1.0,0.0,False,0.0,0.37644688670039544,0,短脉冲姿态修正,2021-09-04 08:00:01.000,0.3771902982909763,300.0
01350_082_SN13_15bars_ssf,-1.0,0.0,False,0.0,0.3008382103721805,0,短脉冲姿态修正,2021-09-04 10:00:01.000,0.31360923484371805,300.0
01351_083_SN13_12bars_ssf,-1.0,0.0,False,0.0,0.25536309771504523,0,短脉冲姿态修正,2021-09-04 12:00:01.000,0.2544107882142196,300.0
01352_084_SN13_9bars_ssf,-1.0,0.0,False,0.0,0.2478597592710929,0,短脉冲姿态修正,2021-09-04 14:00:01.000,0.20145226404627659,300.0
01353_085_SN13_24bars_health_check,1.16,1.0,True,1.0,0.29296209062746636,2,多脉冲调整,2021-09-04 16:00:01.000,0.2949748528460876,91.35000000000001
01354_086_SN13_21bars_health_check,1.16,1.0,True,1.0,0.25590785485014544,2,多脉冲调整,2021-09-04 18:00:01.000,0.262192407961017,91.35000000000001
01355_087_SN13_18bars_health_check,1.16,1.0,True,1.0,0.21064080802345223,2,多脉冲调整,2021-09-04 20:00:01.000,0.2114511864884984,91.35000000000001
01356_088_SN13_15bars_health_check,1.17,1.0,True,1.0,0.1832546720416204,2,多脉冲调整,2021-09-05 06:00:01.000,0.18082535857403426,91.35000000000001
01357_089_SN13_12bars_health_check,1.17,1.0,True,1.0,0.14240758697620304,2,多脉冲调整,2021-09-05 08:00:01.000,0.14705888999111438,91.35000000000001
01358_090_SN13_9bars_health_check,1.17,1.0,True,1.0,0.11329942368035358,2,多脉冲调整,2021-09-05 10:00:01.000,0.11652358810954036,91.35000000000001
01359_091_SN13_7bars_ssf,-1.0,0.0,False,0.0,0.20200905084136564,0,短脉冲姿态修正,2021-09-05 12:00:01.000,0.1328761063733076,300.0
01360_092_SN13_5bars_ssf,-1.0,0.0,False,0.0,0.14294226880310848,0,短脉冲姿态修正,2021-09-05 14:00:01.000,0.1098291007856237,300.0
01361_093_SN13_7bars_health_check,1.16,1.0,True,1.0,0.113079141713121,2,多脉冲调整,2021-09-05 16:00:01.000,0.09018551891321464,91.35000000000001
01362_094_SN13_5bars_health_check,1.18,1.0,True,1.0,0.13527171901100984,2,多脉冲调整,2021-09-05 18:00:01.000,0.0729120275564845,91.35000000000001
01363_095_SN13_7bars_ramp1,-1.0,0.0,False,0.0,0.142534298221707,0,短脉冲姿态修正,2021-09-05 20:00:01.000,0.0874682836729886,91.0
01364_096_SN13_7bars_ramp2,-1.0,0.0,False,0.0,0.1299798864208312,0,短脉冲姿态修正,2021-09-06 06:00:01.000,0.09388302717117218,19.0
01365_097_SN13_7bars_ramp3,-1.0,0.0,False,0.0,0.14569709654235713,0,短脉冲姿态修正,2021-09-06 08:00:01.000,0.14495193401927656,110.0
01366_098_SN13_7bars_ramp4,-1.0,0.0,False,0.0,0.17741108545303938,0,短脉冲姿态修正,2021-09-06 10:00:01.000,0.14282073238726495,407.0
01367_099_SN13_7bars_onmod,1.19,1.0,True,1.0,0.00940505302171338,2,多脉冲调整,2021-09-06 12:00:01.000,0.0009658726204302562,78.4
01368_100_SN13_7bars_offmod,-1.0,0.0,False,0.0,0.18520094456550706,0,短脉冲姿态修正,2021-09-06 14:00:01.000,0.11283631644785957,760.0
01369_101_SN13_7bars_random_short,-1.0,0.0,False,0.0,0.14258831047177928,0,短脉冲姿态修正,2021-09-06 16:00:01.000,0.0855108471422726,143.42000000000002
01370_102_SN13_7bars_random_long,-1.0,0.0,False,0.0,0.1789887467771989,0,短脉冲姿态修正,2021-09-06 18:00:01.000,0.1372747369484269,516.0
01371_103_SN13_7bars_random_mixed,-1.0,0.0,False,0.0,0.14283519832530123,0,短脉冲姿态修正,2021-09-06 20:00:01.000,0.11756170350558687,113.74000000000001
01372_104_SN13_5bars_ramp1,-1.0,0.0,False,0.0,0.12536260935770002,0,短脉冲姿态修正,2021-09-07 06:00:01.000,0.06769881804279658,91.0
01373_105_SN13_5bars_ramp2,-1.0,0.0,False,0.0,0.11602396800418363,0,短脉冲姿态修正,2021-09-07 08:00:01.000,0.07291510907601244,19.0
01374_106_SN13_5bars_ramp3,-1.0,0.0,False,0.0,0.13693957689580386,0,短脉冲姿态修正,2021-09-07 10:00:01.000,0.11182598963522611,110.0
01375_107_SN13_5bars_ramp4,-1.0,0.0,False,0.0,0.1810390581451803,0,短脉冲姿态修正,2021-09-07 12:00:01.000,0.10856505645491647,407.0
01376_108_SN13_5bars_onmod,1.19,1.0,True,1.0,0.009378219311577826,2,多脉冲调整,2021-09-07 14:00:01.000,0.0009526392594341173,80.95
01377_109_SN13_5bars_offmod,-1.0,0.0,False,0.0,0.1707533457233401,0,短脉冲姿态修正,2021-09-07 16:00:01.000,0.08471673157898131,760.0
01378_110_SN13_5bars_random_short,-1.0,0.0,False,0.0,0.12536260935770002,0,短脉冲姿态修正,2021-09-07 18:00:01.000,0.06554946717193581,144.27
01379_111_SN13_5bars_random_long,-1.0,0.0,False,0.0,0.1699041279918551,0,短脉冲姿态修正,2021-09-07 20:00:01.000,0.1078317564723703,505.0
01380_112_SN13_5bars_random_mixed,-1.0,0.0,False,0.0,0.13060896453260099,0,短脉冲姿态修正,2021-09-08 06:00:01.000,0.09507038111411054,135.59
01381_001_SN14_24bars_ssf,-1.0,0.0,False,0.0,1.111930356864829,0,短脉冲姿态修正,2021-09-15 08:00:01.000,1.1226706937658921,300.0
01382_002_SN14_21bars_ssf,-1.0,0.0,False,0.0,0.9705543621813915,0,短脉冲姿态修正,2021-09-15 10:00:01.000,0.9720445052034535,300.0
01383_003_SN14_18bars_ssf,-1.0,0.0,False,0.0,0.8268439491893463,0,短脉冲姿态修正,2021-09-15 12:00:01.000,0.8289250665279267,300.0
01384_004_SN14_15bars_ssf,-1.0,0.0,False,0.0,0.7031491935751606,0,短脉冲姿态修正,2021-09-15 14:00:01.000,0.6996242897702248,300.0
01385_005_SN14_12bars_ssf,-1.0,0.0,False,0.0,0.5890107670346126,0,短脉冲姿态修正,2021-09-15 16:00:01.000,0.5718138166403628,300.0
01386_006_SN14_9bars_ssf,-1.0,0.0,False,0.0,0.4599432259928939,0,短脉冲姿态修正,2021-09-15 18:00:01.000,0.4597070555578957,300.0
01387_007_SN14_24bars_health_check,1.18,1.0,True,1.0,0.6606072080989097,2,多脉冲调整,2021-09-15 20:00:01.000,0.5987977884783822,91.35000000000001
01388_008_SN14_21bars_health_check,1.19,1.0,True,1.0,0.5463757630256285,2,多脉冲调整,2021-09-16 06:00:01.000,0.5100025772076658,91.35000000000001
01389_009_SN14_18bars_health_check,1.19,1.0,True,1.0,0.43676331978999205,2,多脉冲调整,2021-09-16 08:00:01.000,0.4337201167890715,91.35000000000001
01390_010_SN14_15bars_health_check,1.19,1.0,True,1.0,0.3847053047781713,2,多脉冲调整,2021-09-16 10:00:01.000,0.3624415181369287,91.35000000000001
01391_011_SN14_12bars_health_check,1.19,1.0,True,1.0,0.31375948707574003,2,多脉冲调整,2021-09-16 12:00:01.000,0.3056228975545718,91.35000000000001
01392_012_SN14_9bars_health_check,1.19,1.0,True,1.0,0.2483769815635456,2,多脉冲调整,2021-09-16 14:00:01.000,0.24286211276698944,91.35000000000001
01393_013_SN14_24bars_ramp1,-1.0,0.0,False,0.0,0.6495232951762,0,短脉冲姿态修正,2021-09-16 16:00:01.000,0.5982592130579573,91.0
01394_014_SN14_24bars_ramp2,-1.0,0.0,False,0.0,0.641754331778133,0,短脉冲姿态修正,2021-09-16 18:00:01.000,0.593181258946153,19.0
01395_015_SN14_24bars_ramp3,-1.0,0.0,False,0.0,1.006284511634895,0,短脉冲姿态修正,2021-09-16 20:00:01.000,1.0482420920537736,110.0
01396_016_SN14_24bars_ramp4,-1.0,0.0,False,0.0,0.9822159637301585,0,短脉冲姿态修正,2021-09-17 06:00:01.000,1.0311086086369565,407.0
01397_017_SN14_24bars_onmod,3.89,1.0,True,1.0,0.004020825961542384,2,多脉冲调整,2021-09-17 08:00:01.000,0.00017145241327248264,78.5
01398_018_SN14_24bars_offmod,-1.0,0.0,False,0.0,0.7911459754540655,0,短脉冲姿态修正,2021-09-17 10:00:01.000,0.769328075053034,760.0
01399_019_SN14_24bars_random_short,-1.0,0.0,False,0.0,0.6010557290264608,0,短脉冲姿态修正,2021-09-17 12:00:01.000,0.547989332612906,144.65
01400_020_SN14_24bars_random_long,-1.0,0.0,False,0.0,0.9801335399722275,0,短脉冲姿态修正,2021-09-17 14:00:01.000,1.0032159073358626,618.0
01401_021_SN14_24bars_random_mixed,-1.0,0.0,False,0.0,0.8351946512569863,0,短脉冲姿态修正,2021-09-17 16:00:01.000,0.8850469583880676,139.97
01402_022_SN14_21bars_ramp1,-1.0,0.0,False,0.0,0.5233062398461907,0,短脉冲姿态修正,2021-09-17 18:00:01.000,0.5023077365471751,91.0
01403_023_SN14_21bars_ramp2,-1.0,0.0,False,0.0,0.5505799334630315,0,短脉冲姿态修正,2021-09-17 20:00:01.000,0.5201012496441337,19.0
01404_024_SN14_21bars_ramp3,-1.0,0.0,False,0.0,0.8124967021504272,0,短脉冲姿态修正,2021-09-18 06:00:01.000,0.8749944856487722,110.0
01405_025_SN14_21bars_ramp4,-1.0,0.0,False,0.0,0.8644343417457836,0,短脉冲姿态修正,2021-09-18 08:00:01.000,0.8606185694630725,407.0
01406_026_SN14_21bars_onmod,1.21,1.0,True,1.0,0.0014272968462931501,2,多脉冲调整,2021-09-18 10:00:01.000,0.00020994786320116483,80.37
01407_027_SN14_21bars_offmod,-1.0,0.0,False,0.0,0.656019631426764,0,短脉冲姿态修正,2021-09-18 12:00:01.000,0.634531900031483,760.0
01408_028_SN14_21bars_random_short,-1.0,0.0,False,0.0,0.5269956926901765,0,短脉冲姿态修正,2021-09-18 14:00:01.000,0.4662114423200308,146.66
01409_029_SN14_21bars_random_long,-1.0,0.0,False,0.0,0.8188042563593504,0,短脉冲姿态修正,2021-09-18 16:00:01.000,0.8378485696008303,479.0
01410_030_SN14_21bars_random_mixed,-1.0,0.0,False,0.0,0.7371308163055772,0,短脉冲姿态修正,2021-09-18 18:00:01.000,0.7676212709679421,177.32
01411_031_SN14_18bars_ramp1,-1.0,0.0,False,0.0,0.44708265618111886,0,短脉冲姿态修正,2021-09-18 20:00:01.000,0.40916877996975387,91.0
01412_032_SN14_18bars_ramp2,-1.0,0.0,False,0.0,0.4310258230019636,0,短脉冲姿态修正,2021-09-19 06:00:01.000,0.4616234972514996,19.0
01413_033_SN14_18bars_ramp3,-1.0,0.0,False,0.0,0.7044574338212358,0,短脉冲姿态修正,2021-09-19 08:00:01.000,0.7270438341677337,110.0
01414_034_SN14_18bars_ramp4,-1.0,0.0,False,0.0,0.720469228021798,0,短脉冲姿态修正,2021-09-19 10:00:01.000,0.7158534605298229,407.0
01415_035_SN14_18bars_onmod,1.21,1.0,True,1.0,0.001769137088445204,2,多脉冲调整,2021-09-19 12:00:01.000,0.0002354846071208514,78.7
01416_036_SN14_18bars_offmod,-1.0,0.0,False,0.0,0.5575093508206052,0,短脉冲姿态修正,2021-09-19 14:00:01.000,0.5275400843895184,760.0
01417_037_SN14_18bars_random_short,-1.0,0.0,False,0.0,0.4129685335129644,0,短脉冲姿态修正,2021-09-19 16:00:01.000,0.38535052978986206,144.62
01418_038_SN14_18bars_random_long,-1.0,0.0,False,0.0,0.6634954031263354,0,短脉冲姿态修正,2021-09-19 18:00:01.000,0.6883218737090261,444.0
01419_039_SN14_18bars_random_mixed,-1.0,0.0,False,0.0,0.6228724427551192,0,短脉冲姿态修正,2021-09-19 20:00:01.000,0.6211957875333243,165.63
01420_040_SN14_24bars_ssf,-1.0,0.0,False,0.0,0.9712008597153993,0,短脉冲姿态修正,2021-09-20 06:00:01.000,0.9753266011741898,300.0
01421_041_SN14_21bars_ssf,-1.0,0.0,False,0.0,0.8420728494160405,0,短脉冲姿态修正,2021-09-20 08:00:01.000,0.8477800186003973,300.0
01422_042_SN14_18bars_ssf,-1.0,0.0,False,0.0,0.7296551543614688,0,短脉冲姿态修正,2021-09-20 10:00:01.000,0.7251050135965934,300.0
01423_043_SN14_15bars_ssf,-1.0,0.0,False,0.0,0.67007634004991,0,短脉冲姿态修正,2021-09-20 12:00:01.000,0.6084995000751706,300.0
01424_044_SN14_12bars_ssf,-1.0,0.0,False,0.0,0.49970842866110105,0,短脉冲姿态修正,2021-09-20 14:00:01.000,0.49922794276923854,300.0
01425_045_SN14_9bars_ssf,-1.0,0.0,False,0.0,0.4018822226994356,0,短脉冲姿态修正,2021-09-20 16:00:01.000,0.40088934624656947,300.0
01426_046_SN14_24bars_health_check,1.19,1.0,True,1.0,0.5516093268667284,2,多脉冲调整,2021-09-20 18:00:01.000,0.5322112754249946,91.35000000000001
01427_047_SN14_21bars_health_check,1.19,1.0,True,1.0,0.4681876564764533,2,多脉冲调整,2021-09-20 20:00:01.000,0.4575417618596522,91.35000000000001
01428_048_SN14_18bars_health_check,1.19,1.0,True,1.0,0.3989759522312081,2,多脉冲调整,2021-09-21 06:00:01.000,0.3813686304519241,91.35000000000001
01429_049_SN14_15bars_health_check,1.19,1.0,True,1.0,0.3363307294330871,2,多脉冲调整,2021-09-21 08:00:01.000,0.3288786364834746,91.35000000000001
01430_050_SN14_12bars_health_check,1.19,1.0,True,1.0,0.2771801662817235,2,多脉冲调整,2021-09-21 10:00:01.000,0.2732216020733974,91.35000000000001
01431_051_SN14_9bars_health_check,1.19,1.0,True,1.0,0.42259793961023406,2,多脉冲调整,2021-09-21 12:00:01.000,0.20730017071791446,91.35000000000001
01432_052_SN14_15bars_ramp1,-1.0,0.0,False,0.0,0.3520660071161714,0,短脉冲姿态修正,2021-09-21 14:00:01.000,0.3293709679073916,91.0
01433_053_SN14_15bars_ramp2,-1.0,0.0,False,0.0,0.3540497235639137,0,短脉冲姿态修正,2021-09-21 16:00:01.000,0.340351227384524,19.0
01434_054_SN14_15bars_ramp3,-1.0,0.0,False,0.0,0.5372039495259318,0,短脉冲姿态修正,2021-09-21 18:00:01.000,0.569676149751977,110.0
01435_055_SN14_15bars_ramp4,-1.0,0.0,False,0.0,0.5689307482381002,0,短脉冲姿态修正,2021-09-21 20:00:01.000,0.566487660116356,407.0
01436_056_SN14_15bars_onmod,5.8,1.0,True,1.0,0.001051758089558096,2,多脉冲调整,2021-09-22 06:00:01.000,5.2937863427474034e-05,79.21000000000001
