file_name,sn,test_id,ignition_time,P,T,R,true_thrust,is_anomalous,snr,pred_is_anomalous,pred_thrust,true_is_anomalous,inference_time
01279_011_SN13_12bars_health_check,13,1279,2021-08-23 12:00:01.000,2.5309197410479976,91.35,1.2871019660319891,0.308326106269697,False,22.405300651415967,1,0.22794973850250244,0,0.0007584095001220703
01280_012_SN13_9bars_health_check,13,1280,2021-08-23 14:00:01.000,0.8326464998158641,91.35,1.4987461630329464,0.2386842681959004,False,9.355935979544515,1,0.1277710497379303,0,0.00078582763671875
01281_013_SN13_24bars_ramp1,13,1281,2021-08-23 16:00:01.000,1.746523890961603,91.0,11.29345753558223,0.594988234080817,False,4.0595056520451145,0,0.388257771730423,0,0.000732421875
01282_014_SN13_24bars_ramp2,13,1282,2021-08-23 18:00:01.000,1.4608176121088092,19.0,6.257486774985455,0.6348936315292741,False,3.7111548062562862,0,0.44466060400009155,0,0.0007240772247314453
01283_015_SN13_24bars_ramp3,13,1283,2021-08-23 20:00:01.000,3.0599742849102523,110.0,22.51933355316418,0.9764157913600856,True,15.923027358844736,0,0.7100116014480591,1,0.0007414817810058594
01284_016_SN13_24bars_ramp4,13,1284,2021-08-24 06:00:01.000,3.758467730304574,407.0,2.3347491282903547,0.9519183191719488,False,19.081484104948505,0,0.6895724534988403,0,0.0007300376892089844
01285_017_SN13_24bars_onmod,13,1285,2021-08-24 08:00:01.000,0.1494731163067859,78.5,2.3010622954420734,0.0052196157006466,False,1.4143285689590974,1,0.024929167702794075,0,0.0007171630859375
01286_018_SN13_24bars_offmod,13,1286,2021-08-24 10:00:01.000,4.961634084009639,760.0,2.190998297858056,0.7124018275987168,False,13.902080451026071,1,0.5737425088882446,0,0.0007205009460449219
01287_019_SN13_24bars_random_short,13,1287,2021-08-24 12:00:01.000,2.947578283923215,144.65,11.80241644949878,0.5055299241166866,False,7.710453819861168,0,0.4408937990665436,0,0.0007214546203613281
01288_020_SN13_24bars_random_long,13,1288,2021-08-24 14:00:01.000,4.787934987522237,618.0,1.8368179455167188,0.8629669808783786,False,27.030669239568457,1,0.6453183889389038,0,0.0007145404815673828
01289_021_SN13_24bars_random_mixed,13,1289,2021-08-24 16:00:01.000,2.5337539135730536,139.97,3.3164813247835903,0.7320867062578116,False,9.894635788900064,0,0.47891080379486084,0,0.0007228851318359375
01290_022_SN13_21bars_ramp1,13,1290,2021-08-24 18:00:01.000,1.122568786857671,91.0,31.86121590538584,0.4423600704176571,False,3.520008180908145,0,0.27588385343551636,0,0.0007383823394775391
01291_023_SN13_21bars_ramp2,13,1291,2021-08-24 20:00:01.000,1.1277205717891678,19.0,7.8650214537820915,0.463704314620094,False,3.951393248417086,0,0.2984210252761841,0,0.0007367134094238281
01292_024_SN13_21bars_ramp3,13,1292,2021-08-25 06:00:01.000,1.2002816333793425,110.0,1.7437856028130103,0.7231890574731888,False,8.642285068775541,0,0.5860722661018372,0,0.0007214546203613281
01293_025_SN13_21bars_ramp4,13,1293,2021-08-25 08:00:01.000,2.8780683799695104,407.0,3.514887822061426,0.7107159017822954,False,20.038369482182173,0,0.5382618308067322,0,0.0007236003875732422
01294_026_SN13_21bars_onmod,13,1294,2021-08-25 10:00:01.000,0.0904083354315723,80.37,9.433456905766946,0.0042578382494862,False,1.1619572853936406,1,0.019143762066960335,0,0.0007343292236328125
01295_027_SN13_21bars_offmod,13,1295,2021-08-25 12:00:01.000,2.311809169474465,760.0,2.238965021773613,0.5314644747555232,False,8.426861088996468,0,0.2686516344547272,0,0.0007283687591552734
01296_028_SN13_21bars_random_short,13,1296,2021-08-25 14:00:01.000,2.5523862369366643,146.66,4.762337134906836,0.3921270022085969,False,8.77276323348817,0,0.31257909536361694,0,0.0007195472717285156
01297_029_SN13_21bars_random_long,13,1297,2021-08-25 16:00:01.000,2.827911403391693,479.0,1.7640510386806902,0.6497268469919525,False,22.825370839389265,0,0.43442484736442566,0,0.0007205009460449219
01298_030_SN13_21bars_random_mixed,13,1298,2021-08-25 18:00:01.000,2.321545419896845,177.32,3.462279630955769,0.5822396451428038,False,11.388317282961596,0,0.42578011751174927,0,0.0007340908050537109
01299_031_SN13_18bars_ramp1,13,1299,2021-08-25 20:00:01.000,1.6125930794660417,91.0,7.4065117180811635,0.327454075270121,False,6.7012778840850045,0,0.22313091158866882,0,0.0007646083831787109
01300_032_SN13_18bars_ramp2,13,1300,2021-08-26 06:00:01.000,0.7961181183490875,19.0,7.603330102236783,0.3222997454821278,False,3.829573281320006,1,0.20311802625656128,0,0.0007185935974121094
01301_033_SN13_18bars_ramp3,13,1301,2021-08-26 08:00:01.000,1.5822444654803411,110.0,2.0219601229504924,0.5417922723225294,False,15.947827731445155,0,0.425893634557724,0,0.0007145404815673828
01302_034_SN13_18bars_ramp4,13,1302,2021-08-26 10:00:01.000,2.007961560891408,407.0,5.549774868011441,0.5363091388108863,False,18.30358984916008,0,0.3500189781188965,0,0.0007300376892089844
01303_035_SN13_18bars_onmod,13,1303,2021-08-26 12:00:01.000,0.0793123160539923,78.7,10.377959365600352,0.0028904255145251,False,1.3606822860742556,1,0.01900392957031727,0,0.0007119178771972656
01304_036_SN13_18bars_offmod,13,1304,2021-08-26 14:00:01.000,2.445816996684988,760.0,2.2479694901683738,0.4041177366043376,False,11.84346759946644,0,0.25002431869506836,0,0.0007178783416748047
01305_037_SN13_18bars_random_short,13,1305,2021-08-26 16:00:01.000,1.22714117908896,144.62,7.131794643323335,0.2995224032960665,False,5.585288873623113,0,0.1675833910703659,0,0.0007107257843017578
01306_038_SN13_18bars_random_long,13,1306,2021-08-26 18:00:01.000,2.256782279482706,444.0,1.8044912762545464,0.490912039629865,False,23.48315546832836,0,0.28020650148391724,0,0.0007233619689941406
01307_039_SN13_18bars_random_mixed,13,1307,2021-08-26 20:00:01.000,2.564398101561992,165.63,11.643405687523584,0.4600498955471562,False,17.31332579557609,0,0.3043190836906433,0,0.0007145404815673828
01308_040_SN13_24bars_ssf,13,1308,2021-08-27 06:00:01.000,2.681064068070017,300.0,73.07387881872634,0.6923494885760111,False,19.383195125853398,0,0.5934735536575317,0,0.0007078647613525391
01309_041_SN13_21bars_ssf,13,1309,2021-08-27 08:00:01.000,2.084356045354604,300.0,28.59349152645413,0.5942991329359864,False,18.63637624805464,0,0.5218006372451782,0,0.0006997585296630859
01310_042_SN13_18bars_ssf,13,1310,2021-08-27 10:00:01.000,2.28661507081084,300.0,90.35014147504305,0.5015233504556884,False,26.310480431387443,0,0.3506110906600952,0,0.0007138252258300781
01311_043_SN13_15bars_ssf,13,1311,2021-08-27 12:00:01.000,1.6984732626544552,300.0,21.31635514868029,0.4152917261516112,False,24.08672896966807,0,0.31252938508987427,0,0.0006992816925048828
01312_044_SN13_12bars_ssf,13,1312,2021-08-27 14:00:01.000,1.8892664031951851,300.0,1.652835357681828,0.3749450903222537,True,30.670341830569814,0,0.34082746505737305,1,0.0006964206695556641
01313_045_SN13_9bars_ssf,13,1313,2021-08-27 16:00:01.000,1.163734079409662,300.0,28.35439671735105,0.2665736719814863,False,27.926218976373374,0,0.17576783895492554,0,0.0007078647613525391
01314_046_SN13_24bars_health_check,13,1314,2021-08-27 18:00:01.000,2.767931728281457,91.35,1.4430163888420449,0.3987972028221498,False,18.92905525772542,0,0.30188459157943726,0,0.00070953369140625
01315_047_SN13_21bars_health_check,13,1315,2021-08-27 20:00:01.000,2.623620630836072,91.35,1.2938596867812913,0.334368476293211,False,21.02194379023545,0,0.2549002170562744,0,0.0007145404815673828
01316_048_SN13_18bars_health_check,13,1316,2021-08-28 06:00:01.000,1.0340274829661789,91.35,1.0293569033542114,0.2885932655456361,False,9.679638820616756,0,0.1658916473388672,0,0.0007066726684570312
01317_049_SN13_15bars_health_check,13,1317,2021-08-28 08:00:01.000,1.8095344546893972,91.35,1.2756775886381575,0.238268873819777,False,20.438247343214943,1,0.18753327429294586,0,0.0007081031799316406
01318_050_SN13_12bars_health_check,13,1318,2021-08-28 10:00:01.000,1.1508829487145478,91.35,1.1693447422027743,0.1942183661420621,False,16.018538942602877,1,0.12931209802627563,0,0.0007078647613525391
01319_051_SN13_9bars_health_check,13,1319,2021-08-28 12:00:01.000,1.066906277333012,91.35,1.1787259667723031,0.1510856974407917,False,18.96073680453891,1,0.11244507133960724,0,0.0006999969482421875
01320_052_SN13_15bars_ramp1,13,1320,2021-08-28 14:00:01.000,0.5603749887506894,91.0,6.321679250397765,0.2254083539098494,False,3.336728653994703,1,0.09999711811542511,0,0.0007300376892089844
01321_053_SN13_15bars_ramp2,13,1321,2021-08-28 16:00:01.000,0.5626044128021002,19.0,8.813373025879207,0.2345071818199604,False,3.615721506674415,1,0.13239961862564087,0,0.0007956027984619141
01322_054_SN13_15bars_ramp3,13,1322,2021-08-28 18:00:01.000,0.9936275483791908,110.0,1.8308695851089092,0.3825050782061604,False,13.667682163095542,0,0.2645165026187897,0,0.0007207393646240234
01323_055_SN13_15bars_ramp4,13,1323,2021-08-28 20:00:01.000,1.5191235684523312,407.0,2.4983470174109605,0.3786086707856654,False,19.269329102837997,0,0.24769434332847595,0,0.0009458065032958984
01324_056_SN13_15bars_onmod,13,1324,2021-09-01 06:00:01.000,0.0517858858649476,79.21000000000001,6.311690800201887,0.0019414140850996,False,1.2495731503582126,1,0.018716609105467796,0,0.0007812976837158203
01325_057_SN13_15bars_offmod,13,1325,2021-09-01 08:00:01.000,1.5895205319335757,760.0,2.298813331670117,0.2838731581844632,False,10.745063980723982,0,0.17914411425590515,0,0.0007486343383789062
01326_058_SN13_15bars_random_short,13,1326,2021-09-01 10:00:01.000,0.8049932012605775,147.56,3.84119228353604,0.2081916352943008,False,5.02105919836724,1,0.07138296216726303,0,0.0007202625274658203
01327_059_SN13_15bars_random_long,13,1327,2021-09-01 12:00:01.000,1.6200437257909814,516.0,1.8703851912224936,0.3514836136441356,False,24.44975548183135,0,0.19391977787017822,0,0.0007174015045166016
01328_060_SN13_15bars_random_mixed,13,1328,2021-09-01 14:00:01.000,0.9910800156462428,119.94,1.4339462395200062,0.3038146517211357,False,7.716643615763218,1,0.16913704574108124,0,0.0007150173187255859
01329_061_SN13_12bars_ramp1,13,1329,2021-09-01 16:00:01.000,1.0972753689046622,91.0,13.462097192083116,0.1700503431289025,False,8.744591163868638,1,0.13798671960830688,0,0.0007185935974121094
01330_062_SN13_12bars_ramp2,13,1330,2021-09-01 18:00:01.000,0.4021255406399534,19.0,4.630611587216825,0.1818154436154332,False,3.429126888987009,1,0.09473633021116257,0,0.0007064342498779297
01331_063_SN13_12bars_ramp3,13,1331,2021-09-01 20:00:01.000,1.253752825725934,110.0,2.0646934112502757,0.2858238661378751,False,23.279697426175503,0,0.23564577102661133,0,0.0007107257843017578
01332_064_SN13_12bars_ramp4,13,1332,2021-09-02 06:00:01.000,1.421758070928188,407.0,2.3896411750351345,0.2840558190170387,False,24.345224591566517,0,0.21979865431785583,0,0.0007226467132568359
01333_065_SN13_12bars_onmod,13,1333,2021-09-02 08:00:01.000,0.0418420709282719,78.72,45.42209940797802,0.0015786869602702,False,1.3157064759503108,0,0.04148831218481064,0,0.0007061958312988281
01334_066_SN13_12bars_offmod,13,1334,2021-09-02 10:00:01.000,1.395771245253011,760.0,2.284189731528493,0.2150145706740009,False,12.684100726857544,0,0.1592031568288803,0,0.0007076263427734375
01335_067_SN13_12bars_random_short,13,1335,2021-09-02 12:00:01.000,0.8847610733642509,146.47,8.750815628787445,0.16041226408936,False,7.474509191711931,1,0.07241854071617126,0,0.0007066726684570312
01336_068_SN13_12bars_random_long,13,1336,2021-09-02 14:00:01.000,1.1098160811978528,528.0,1.7679463612308126,0.2688145937266192,False,21.409011355461928,0,0.16668391227722168,0,0.0007081031799316406
01337_069_SN13_12bars_random_mixed,13,1337,2021-09-02 16:00:01.000,0.4364219998833187,106.31,2.72269447778311,0.2208242808004266,False,4.429623679602224,0,0.10064762830734253,0,0.000713348388671875
01338_070_SN13_9bars_ramp1,13,1338,2021-09-02 18:00:01.000,0.9521074812093172,91.0,10.206538006333854,0.1282710513873472,False,10.185176015597213,1,0.11113934218883514,0,0.00070953369140625
01339_071_SN13_9bars_ramp2,13,1339,2021-09-02 20:00:01.000,0.7211190807024975,19.0,3.1237446476237274,0.1341683013197826,False,8.413669339600704,1,0.10221146047115326,0,0.0007300376892089844
01340_072_SN13_9bars_ramp3,13,1340,2021-09-03 06:00:01.000,0.846668491304231,110.0,1.1692680458026876,0.2149701573417244,False,20.143898503016484,0,0.17182350158691406,0,0.0007171630859375
01341_073_SN13_9bars_ramp4,13,1341,2021-09-03 08:00:01.000,0.907147264223132,407.0,10.308802900769646,0.2109865884557163,False,21.851249200950573,0,0.13213539123535156,0,0.0007083415985107422
01342_074_SN13_9bars_onmod,13,1342,2021-09-03 10:00:01.000,0.041052760675645,79.23,2.3881758043053805,0.001116158526074,False,1.69417586652186,1,0.01943928562104702,0,0.0007059574127197266
01343_075_SN13_9bars_offmod,13,1343,2021-09-03 12:00:01.000,0.9976361251852536,760.0,2.2169368700457777,0.1602725302983246,False,12.243200749570246,0,0.12623287737369537,0,0.0007152557373046875
01344_076_SN13_9bars_random_short,13,1344,2021-09-03 14:00:01.000,0.2918236880251865,148.86,5.498201394910456,0.1192537780968695,False,3.344181002989782,1,0.010118165984749794,0,0.0007145404815673828
01345_077_SN13_9bars_random_long,13,1345,2021-09-03 16:00:01.000,0.946467597687486,488.0,1.8907638360024213,0.1982158526089135,False,26.130249741683308,0,0.14078742265701294,0,0.0007085800170898438
01346_078_SN13_9bars_random_mixed,13,1346,2021-09-03 18:00:01.000,0.3189026400843402,125.25,1.730132885283618,0.1757608009785306,False,4.941334214106793,1,0.06648051738739014,0,0.0007092952728271484
01347_079_SN13_24bars_ssf,13,1347,2021-09-03 20:00:01.000,2.2170049012928525,300.0,54.50767630487277,0.5181407376277696,False,21.617717407735228,0,0.4174516499042511,0,0.0006988048553466797
01348_080_SN13_21bars_ssf,13,1348,2021-09-04 06:00:01.000,1.663484648586434,300.0,35.25268467431248,0.4444520080663844,False,19.17184620183297,0,0.3252013027667999,0,0.000698089599609375
01349_081_SN13_18bars_ssf,13,1349,2021-09-04 08:00:01.000,1.8271693546561123,300.0,26.38799076265683,0.3771902982909763,False,23.60267148688585,0,0.3101642429828644,0,0.0007081031799316406
01350_082_SN13_15bars_ssf,13,1350,2021-09-04 10:00:01.000,1.149102930877786,300.0,65.58984387554212,0.313609234843718,True,24.15334526850212,0,0.22097790241241455,1,0.0007076263427734375
01351_083_SN13_12bars_ssf,13,1351,2021-09-04 12:00:01.000,1.3172324074589083,300.0,33.89156354426276,0.2544107882142196,False,24.589779636690015,0,0.17732985317707062,0,0.0007002353668212891
01352_084_SN13_9bars_ssf,13,1352,2021-09-04 14:00:01.000,0.4174080942603226,300.0,15.171566633760042,0.2014522640462765,False,10.57494318575107,0,0.08467814326286316,0,0.0007090568542480469
01353_085_SN13_24bars_health_check,13,1353,2021-09-04 16:00:01.000,0.9280762420796854,91.35,1.3363852849921485,0.2949748528460876,False,8.54444901065514,0,0.16556091606616974,0,0.0007100105285644531
01354_086_SN13_21bars_health_check,13,1354,2021-09-04 18:00:01.000,2.346485632304955,91.35,1.429442714761228,0.262192407961017,True,24.32390200607956,1,0.19042673707008362,1,0.0007045269012451172
01355_087_SN13_18bars_health_check,13,1355,2021-09-04 20:00:01.000,0.7986132205850062,91.35,1.275492787906136,0.2114511864884984,False,10.00633946465252,1,0.11685013771057129,0,0.0007035732269287109
01356_088_SN13_15bars_health_check,13,1356,2021-09-05 06:00:01.000,0.5047776183687629,91.35,2.135822480812896,0.1808253585740342,False,7.579251499965397,1,0.0769030973315239,0,0.0007030963897705078
01357_089_SN13_12bars_health_check,13,1357,2021-09-05 08:00:01.000,0.9125159621795036,91.35,1.389982809931876,0.1470588899911143,False,16.83511921357613,1,0.10276587307453156,0,0.0007061958312988281
01358_090_SN13_9bars_health_check,13,1358,2021-09-05 10:00:01.000,0.3274691945318426,91.35,1.4421851337276266,0.1165235881095403,False,7.513981866505646,1,0.03990107774734497,0,0.0007026195526123047
01359_091_SN13_7bars_ssf,13,1359,2021-09-05 12:00:01.000,0.2601780541005556,300.0,14.797318515266529,0.1328761063733076,False,12.093100655493178,0,0.04603835195302963,0,0.0007016658782958984
01360_092_SN13_5bars_ssf,13,1360,2021-09-05 14:00:01.000,0.2186415009107322,300.0,13.347965760494056,0.1098291007856237,False,10.341373651622543,0,0.03087678737938404,0,0.0007166862487792969
01361_093_SN13_7bars_health_check,13,1361,2021-09-05 16:00:01.000,0.2712919310149952,91.35,1.8559276684603576,0.0901855189132146,True,7.8796519442262145,1,0.028680527582764626,1,0.000728607177734375
01362_094_SN13_5bars_health_check,13,1362,2021-09-05 18:00:01.000,0.2019502003687046,91.35,1.3188460764907557,0.0729120275564845,True,7.449245502159863,1,0.02184930257499218,1,0.0007073879241943359
01363_095_SN13_7bars_ramp1,13,1363,2021-09-05 20:00:01.000,0.2413214172536705,91.0,6.307706305804142,0.0874682836729886,False,3.729322064623632,1,0.024082491174340248,0,0.0007011890411376953
01364_096_SN13_7bars_ramp2,13,1364,2021-09-06 06:00:01.000,0.2092881050691897,19.0,3.759788734670854,0.0938830271711721,False,3.408776749945293,1,0.053835853934288025,0,0.0007185935974121094
01365_097_SN13_7bars_ramp3,13,1365,2021-09-06 08:00:01.000,0.2652969988835564,110.0,3.1090584845456086,0.1449519340192765,True,9.399036172943685,0,0.06463856995105743,1,0.0007112026214599609
01366_098_SN13_7bars_ramp4,13,1366,2021-09-06 10:00:01.000,0.2737444839673428,407.0,4.208998102576572,0.1428207323872649,False,9.64825628916994,0,0.03618934005498886,0,0.0008642673492431641
01367_099_SN13_7bars_onmod,13,1367,2021-09-06 12:00:01.000,0.02904433680455,78.4,3.731097959231592,0.0009658726204302,False,1.5569589250179208,1,0.018348680809140205,0,0.0007495880126953125
01368_100_SN13_7bars_offmod,13,1368,2021-09-06 14:00:01.000,0.2549772498860588,760.0,1.9902116731253128,0.1128363164478595,False,4.436158983924683,0,0.10071492195129395,0,0.0007407665252685547
01369_101_SN13_7bars_random_short,13,1369,2021-09-06 16:00:01.000,0.2156506528451676,143.42000000000002,1.813444916504999,0.0855108471422726,False,3.396921103590776,1,0.004027331247925758,0,0.0007202625274658203
01370_102_SN13_7bars_random_long,13,1370,2021-09-06 18:00:01.000,0.2699510659635873,516.0,1.954386247988407,0.1372747369484269,False,10.080575980158727,0,0.054876722395420074,0,0.0007927417755126953
01371_103_SN13_7bars_random_mixed,13,1371,2021-09-06 20:00:01.000,0.2180166350366185,113.74,23.773944346107992,0.1175617035055868,False,4.20991520526013,0,0.02571910433471203,0,0.0007395744323730469
01372_104_SN13_5bars_ramp1,13,1372,2021-09-07 06:00:01.000,0.1609608148063776,91.0,9.98336776743282,0.0676988180427965,False,3.377057145781787,1,0.016209537163376808,0,0.0009329319000244141
01373_105_SN13_5bars_ramp2,13,1373,2021-09-07 08:00:01.000,0.1868257378574041,19.0,2.4573800881430903,0.0729151090760124,False,4.189627118433568,1,0.052174754440784454,0,0.0007960796356201172
01374_106_SN13_5bars_ramp3,13,1374,2021-09-07 10:00:01.000,0.2207321644942198,110.0,1.7885643861277227,0.1118259896352261,False,10.52956139809658,1,0.046886101365089417,0,0.0007317066192626953
01375_107_SN13_5bars_ramp4,13,1375,2021-09-07 12:00:01.000,0.2174041853952328,407.0,11.763813594213447,0.1085650564549164,False,9.86921926247888,0,0.017696475610136986,0,0.000736236572265625
01376_108_SN13_5bars_onmod,13,1376,2021-09-07 14:00:01.000,0.0245552540358231,80.95,3.914870470508018,0.0009526392594341,False,1.5547050301562937,1,0.01727217622101307,0,0.0007448196411132812
01377_109_SN13_5bars_offmod,13,1377,2021-09-07 16:00:01.000,0.1892692865485586,760.0,1.9088850065209044,0.0847167315789813,False,4.404040139032518,0,0.09020569920539856,0,0.0007131099700927734
01378_110_SN13_5bars_random_short,13,1378,2021-09-07 18:00:01.000,0.1699431666591914,144.27,2.126421404718176,0.0655494671719358,False,3.5571225831718483,1,-0.0007952973246574402,0,0.0007076263427734375
01379_111_SN13_5bars_random_long,13,1379,2021-09-07 20:00:01.000,0.2108794419189607,505.0,2.046805332005781,0.1078317564723703,False,10.994215740196893,0,0.03512408584356308,0,0.0007205009460449219
01380_112_SN13_5bars_random_mixed,13,1380,2021-09-08 06:00:01.000,0.1941593931661658,135.59,3.0024656925447637,0.0950703811141105,False,5.448299712609069,1,0.020683007314801216,0,0.0007300376892089844
01381_001_SN14_24bars_ssf,14,1381,2021-09-15 08:00:01.000,5.001967776214369,300.0,57.14797365526975,1.122670693765892,False,26.29816503249581,0,0.8244668245315552,0,0.0007073879241943359
01382_002_SN14_21bars_ssf,14,1382,2021-09-15 10:00:01.000,3.845967559548204,300.0,35.867956250181535,0.9720445052034536,False,15.209119853698672,0,0.7807873487472534,0,0.0007054805755615234
01383_003_SN14_18bars_ssf,14,1383,2021-09-15 12:00:01.000,4.429123050764384,300.0,14.632339890746543,0.8289250665279267,False,30.611558697479023,0,0.6931060552597046,0,0.0007159709930419922
01384_004_SN14_15bars_ssf,14,1384,2021-09-15 14:00:01.000,3.0899860565768598,300.0,102.14109764681729,0.6996242897702248,False,24.91226600688993,0,0.5628169775009155,0,0.0007033348083496094
01385_005_SN14_12bars_ssf,14,1385,2021-09-15 16:00:01.000,2.9561411776634228,300.0,22.699296362000776,0.5718138166403628,True,40.420425747087165,0,0.502380907535553,1,0.0007014274597167969
01386_006_SN14_9bars_ssf,14,1386,2021-09-15 18:00:01.000,2.108903828527346,300.0,55.59149985685397,0.4597070555578957,False,28.547488884883474,0,0.36107468605041504,0,0.0007064342498779297
01387_007_SN14_24bars_health_check,14,1387,2021-09-15 20:00:01.000,4.950810543976225,91.35,1.3980666134829118,0.5987977884783822,False,19.54071334078453,1,0.35642150044441223,0,0.0007102489471435547
01388_008_SN14_21bars_health_check,14,1388,2021-09-16 06:00:01.000,3.469388991890838,91.35,1.7300002562677153,0.5100025772076658,False,16.13652446050023,0,0.33815205097198486,0,0.0007035732269287109
01389_009_SN14_18bars_health_check,14,1389,2021-09-16 08:00:01.000,1.3446794341621104,91.35,1.4279936980758368,0.4337201167890715,False,7.325924740600229,0,0.30683135986328125,0,0.0007014274597167969
01390_010_SN14_15bars_health_check,14,1390,2021-09-16 10:00:01.000,1.1140315880433973,91.35,1.4053969702885498,0.3624415181369287,False,7.088081465621696,0,0.23604142665863037,0,0.0007004737854003906
01391_011_SN14_12bars_health_check,14,1391,2021-09-16 12:00:01.000,3.151898435978618,91.35,1.4759535335900529,0.3056228975545718,False,24.68257711040621,1,0.23982194066047668,0,0.0007226467132568359
01392_012_SN14_9bars_health_check,14,1392,2021-09-16 14:00:01.000,1.7474165139042717,91.35,1.2311507473117445,0.2428621127669894,False,16.96284413475922,1,0.18630854785442352,0,0.0007078647613525391
01393_013_SN14_24bars_ramp1,14,1393,2021-09-16 16:00:01.000,2.943245648520444,91.0,15.693088060092142,0.5982592130579573,True,6.636828396795246,0,0.34235402941703796,1,0.0007257461547851562
01394_014_SN14_24bars_ramp2,14,1394,2021-09-16 18:00:01.000,1.3458630690785671,19.0,8.630992369030551,0.593181258946153,True,3.1204638250049683,0,0.3874421715736389,1,0.0007066726684570312
01395_015_SN14_24bars_ramp3,14,1395,2021-09-16 20:00:01.000,2.777636154790243,110.0,2.0237612950915915,1.0482420920537736,False,12.604450602038224,0,0.7566159963607788,0,0.0007097721099853516
01396_016_SN14_24bars_ramp4,14,1396,2021-09-17 06:00:01.000,4.46662397209249,407.0,2.780447928204863,1.0311086086369563,False,19.277288374752192,1,0.7501152753829956,0,0.0007174015045166016
01397_017_SN14_24bars_onmod,14,1397,2021-09-17 08:00:01.000,0.0265128283280755,78.5,19.74000946162156,0.0001714524132724,False,0.2534114152454592,1,0.01559685729444027,0,0.0007123947143554688
01398_018_SN14_24bars_offmod,14,1398,2021-09-17 10:00:01.000,3.8759222946516383,760.0,2.410302101355583,0.769328075053034,False,9.10534774051875,0,0.5457349419593811,0,0.0007085800170898438
01399_019_SN14_24bars_random_short,14,1399,2021-09-17 12:00:01.000,2.1501284655777377,144.65,3.0543335955771944,0.547989332612906,False,4.961297654905345,0,0.5094640254974365,0,0.0007188320159912109
01400_020_SN14_24bars_random_long,14,1400,2021-09-17 14:00:01.000,5.548369888895969,618.0,2.0254814189904637,1.0032159073358626,False,25.212539286916503,1,0.7334743738174438,0,0.0007078647613525391
01401_021_SN14_24bars_random_mixed,14,1401,2021-09-17 16:00:01.000,4.431384785822432,139.97,2.0799893924398707,0.8850469583880676,False,13.79120418552506,1,0.6038544178009033,0,0.0007066726684570312
01402_022_SN14_21bars_ramp1,14,1402,2021-09-17 18:00:01.000,1.7682068517690113,91.0,37.78613043026082,0.5023077365471751,False,4.74239964859004,0,0.32421109080314636,0,0.0007100105285644531
01403_023_SN14_21bars_ramp2,14,1403,2021-09-17 20:00:01.000,1.2267566541558517,19.0,10.578263098264948,0.5201012496441337,False,3.66955083132952,0,0.3199172019958496,0,0.0007152557373046875
01404_024_SN14_21bars_ramp3,14,1404,2021-09-18 06:00:01.000,3.134435805182468,110.0,11.9257999399807,0.8749944856487722,False,18.754794825914427,0,0.6673840284347534,0,0.0007088184356689453
01405_025_SN14_21bars_ramp4,14,1405,2021-09-18 08:00:01.000,3.5289496102688416,407.0,4.504379092728509,0.8606185694630725,False,18.22032070593624,0,0.6306796073913574,0,0.0007092952728271484
01406_026_SN14_21bars_onmod,14,1406,2021-09-18 10:00:01.000,0.0298027496257316,80.37,16.500048081954496,0.0002099478632011,False,0.341344701270558,1,0.015254629775881767,0,0.0007116794586181641
